city_code,polygon
193,"[[[32.3564358, 34.8954231], [32.3571971, 34.8963887], [32.3563452, 34.8988992], [32.3569071, 34.8993498], [32.3564957, 34.9010775], [32.3554245, 34.9016486], [32.3537698, 34.9016257], [32.3534631, 34.9028903], [32.3537713, 34.9043065], [32.3524662, 34.9043924], [32.3508891, 34.903298], [32.3513423, 34.9018604], [32.3524994, 34.8987585], [32.3528663, 34.8980533], [32.353445, 34.8982555], [32.3564358, 34.8954231]]]"
194,"[[[32.3575811, 34.9005523], [32.3608079, 34.901755], [32.3605878, 34.9030815], [32.3592552, 34.9065569], [32.3594081, 34.9086767], [32.3573414, 34.9081628], [32.357253, 34.9073002], [32.3550706, 34.907238], [32.3538693, 34.9045746], [32.3534732, 34.9029325], [32.3538317, 34.9016976], [32.3554753, 34.9017094], [32.3562679, 34.9012449], [32.3575811, 34.9005523]]]"
195,"[[[32.2843265, 34.8892621], [32.2845628, 34.8892667], [32.2848502, 34.8893381], [32.2857209, 34.889658], [32.2866556, 34.8894589], [32.2871046, 34.8892748], [32.288139, 34.8894846], [32.2901104, 34.8903279], [32.2924802, 34.8905981], [32.2927406, 34.8906037], [32.2930826, 34.8906071], [32.2942505, 34.8906247], [32.2943391, 34.8906056], [32.2944352, 34.8906478], [32.2952684, 34.8907365], [32.2958288, 34.890828], [32.2965549, 34.8908865], [32.2991449, 34.8911882], [32.2990813, 34.8930361], [32.2990615, 34.8946258], [32.2988501, 34.8946197], [32.2988437, 34.8952204], [32.2990539, 34.8952216], [32.2990309, 34.8977841], [32.2969796, 34.8978851], [32.2969799, 34.8982016], [32.2970703, 34.8984088], [32.2970383, 34.8985133], [32.2970327, 34.899232], [32.2978457, 34.899385], [32.2978321, 34.8997179], [32.2973006, 34.8996163], [32.2976526, 34.9004591], [32.2975275, 34.9009422], [32.2944072, 34.9008726], [32.2944142, 34.9013257], [32.2943828, 34.901325], [32.2942479, 34.9026052], [32.29414, 34.9028052], [32.293266, 34.9027022], [32.2931529, 34.90385], [32.2941631, 34.9039351], [32.2940157, 34.9049594], [32.2938518, 34.9078837], [32.2935101, 34.9114572], [32.291902, 34.911383], [32.2892242, 34.9115869], [32.2890239, 34.9139221], [32.2894118, 34.9159593], [32.290783, 34.9191797], [32.2915472, 34.9231484], [32.2919686, 34.9248764], [32.294161, 34.9250961], [32.2933184, 34.9276555], [32.293407, 34.927693], [32.2921257, 34.9320011], [32.291752, 34.9320204], [32.2915871, 34.9326415], [32.2895198, 34.9326223], [32.2882831, 34.9325508], [32.2869904, 34.9324341], [32.2869284, 34.9350639], [32.2854934, 34.9358504], [32.2883902, 34.9359939], [32.2914271, 34.9354517], [32.2946915, 34.9349599], [32.2960935, 34.9346327], [32.2970826, 34.9346047], [32.2990415, 34.9347935], [32.2984169, 34.9358055], [32.2976461, 34.9369582], [32.2970386, 34.9379222], [32.296904, 34.938076], [32.2967942, 34.9381175], [32.2967494, 34.9382236], [32.29671, 34.9384887], [32.2966306, 34.9387421], [32.2964646, 34.939085], [32.2916062, 34.9384226], [32.2915904, 34.9381488], [32.2907526, 34.9384759], [32.2912656, 34.9389882], [32.2913143, 34.9392897], [32.2916531, 34.9398426], [32.2917269, 34.9405488], [32.2915124, 34.9413899], [32.2915093, 34.9415034], [32.2911901, 34.9427331], [32.2911198, 34.9428416], [32.2910058, 34.942889], [32.290846, 34.9436854], [32.2908386, 34.9440189], [32.29081, 34.9441092], [32.2907503, 34.9441753], [32.290672, 34.9442035], [32.289617, 34.9442217], [32.2895961, 34.944313], [32.2897569, 34.9443622], [32.2898335, 34.9444463], [32.290228, 34.9454119], [32.2903179, 34.9457308], [32.2902192, 34.9461403], [32.2903117, 34.9467347], [32.2903441, 34.9482307], [32.290423, 34.9487472], [32.2906635, 34.9487299], [32.290666, 34.9499717], [32.2909149, 34.9506128], [32.2910296, 34.9513542], [32.2909801, 34.9528814], [32.2906222, 34.9532545], [32.2905085, 34.9534358], [32.289492, 34.9534345], [32.2885208, 34.9523461], [32.288502, 34.9522522], [32.2885152, 34.9517404], [32.2884987, 34.9515554], [32.2885273, 34.9512022], [32.2883677, 34.9510673], [32.2881553, 34.9510038], [32.2879633, 34.9510283], [32.2878185, 34.9511043], [32.2875292, 34.9511313], [32.2869813, 34.9506468], [32.286826, 34.9503345], [32.2864249, 34.9500898], [32.2864781, 34.9492756], [32.2863514, 34.9490046], [32.2860343, 34.9490064], [32.2860342, 34.9485395], [32.2860341, 34.9482116], [32.2856312, 34.947807], [32.2853717, 34.9478255], [32.2850983, 34.947551], [32.2848646, 34.9475258], [32.2847747, 34.9475161], [32.2846823, 34.9474582], [32.2846327, 34.9473497], [32.2846151, 34.9470433], [32.2838821, 34.9455979], [32.2837983, 34.9448422], [32.2838448, 34.9447469], [32.2843659, 34.9442], [32.2843614, 34.9435822], [32.2844721, 34.9433401], [32.2844414, 34.9432221], [32.2844599, 34.9425346], [32.2845576, 34.9423683], [32.2846115, 34.9421974], [32.2847543, 34.941921], [32.2848243, 34.9418483], [32.2849276, 34.9418279], [32.2852953, 34.9420223], [32.2853723, 34.9421572], [32.2853459, 34.9423519], [32.28585, 34.9427353], [32.2859483, 34.9425818], [32.2859857, 34.9424677], [32.2859849, 34.9420481], [32.2853202, 34.9416063], [32.2849146, 34.9410928], [32.2850826, 34.9407478], [32.285291, 34.9408044], [32.2853911, 34.940135], [32.2852498, 34.9400185], [32.2854156, 34.9396256], [32.2850473, 34.9389686], [32.2848312, 34.9388536], [32.2850325, 34.9371991], [32.2851605, 34.9371959], [32.2851856, 34.9360403], [32.2849796, 34.9360566], [32.2849667, 34.9358304], [32.2846756, 34.934128], [32.2851709, 34.9323271], [32.2838204, 34.932288], [32.2839538, 34.9293612], [32.2834371, 34.9260824], [32.2828184, 34.9248656], [32.2814524, 34.9247018], [32.2809928, 34.9248372], [32.2808154, 34.9246238], [32.2805668, 34.9248541], [32.2808633, 34.9251305], [32.2795615, 34.9259443], [32.2797195, 34.9263254], [32.2794321, 34.9263139], [32.2790879, 34.9266732], [32.2785632, 34.926384], [32.2775696, 34.9261771], [32.2774701, 34.9257921], [32.2780403, 34.9259526], [32.2788966, 34.9252639], [32.2787388, 34.9250384], [32.2772921, 34.923954], [32.2774103, 34.9234561], [32.2775686, 34.9207541], [32.2778514, 34.9198525], [32.2775794, 34.9191828], [32.277211, 34.9192993], [32.276791, 34.9189542], [32.2761991, 34.9190827], [32.2738348, 34.9185033], [32.2734355, 34.9228146], [32.2688096, 34.9217752], [32.2680664, 34.9206688], [32.2655174, 34.9188874], [32.2654742, 34.916236], [32.2664111, 34.9101405], [32.2662459, 34.9100923], [32.2669085, 34.9043402], [32.268223, 34.8948149], [32.2682386, 34.8947361], [32.2694981, 34.8955289], [32.2710098, 34.8953413], [32.2727452, 34.895803], [32.2756179, 34.8962491], [32.2770807, 34.8965605], [32.2773798, 34.8964871], [32.27737, 34.8965767], [32.2794116, 34.8961077], [32.2809379, 34.8959013], [32.2832413, 34.8964503], [32.2840601, 34.8966454], [32.2839197, 34.8950644], [32.2833067, 34.8938065], [32.2831645, 34.8935146], [32.2827386, 34.8928279], [32.2825077, 34.8918762], [32.2824789, 34.8917577], [32.2832811, 34.8898712], [32.2836207, 34.8896078], [32.2836684, 34.8896606], [32.2839109, 34.889407], [32.284114, 34.8893096], [32.2843265, 34.8892621]]]"
196,"[[[31.8867905, 34.7966479], [31.8916688, 34.7982194], [31.8905804, 34.8040058], [31.8902444, 34.8038349], [31.8883466, 34.8025005], [31.8871337, 34.8017612], [31.8866005, 34.8013355], [31.886056, 34.8008546], [31.8859622, 34.8007474], [31.8867905, 34.7966479]]]"
197,"[[[32.3639767, 34.9023304], [32.3644208, 34.9023733], [32.3660932, 34.9033078], [32.3676702, 34.9040824], [32.3672105, 34.9056066], [32.3668639, 34.9065501], [32.3666168, 34.9075126], [32.3652908, 34.9074803], [32.3624633, 34.9070833], [32.3593549, 34.9065469], [32.3603608, 34.9038432], [32.3606871, 34.9032638], [32.3610858, 34.9032102], [32.3621099, 34.903457], [32.3627715, 34.9028454], [32.3632427, 34.9029312], [32.3639767, 34.9023304]]]"
198,"[[[32.1960637, 34.9123576], [32.1970531, 34.9133249], [32.1981042, 34.9146221], [32.1982114, 34.9158413], [32.1981964, 34.9158796], [32.1972436, 34.918322], [32.1967622, 34.9200327], [32.1956173, 34.9189786], [32.194322, 34.9213853], [32.1926901, 34.924389], [32.1913553, 34.9292681], [32.189721, 34.9300835], [32.187219, 34.9292838], [32.1879959, 34.9258992], [32.1880868, 34.9257479], [32.1892591, 34.9205548], [32.1898324, 34.9206362], [32.1902066, 34.9201052], [32.192153, 34.9206493], [32.192288, 34.9200337], [32.1928365, 34.9189199], [32.193339, 34.917444], [32.1935062, 34.9169529], [32.1946784, 34.9136255], [32.1951681, 34.9138525], [32.1953692, 34.9133705], [32.1955771, 34.9134636], [32.1960637, 34.9123576]]]"
199,"[[[32.6555613, 35.5744008], [32.6559968, 35.5744401], [32.6562791, 35.5744793], [32.6571469, 35.574704], [32.6574382, 35.5747501], [32.6575874, 35.5748642], [32.6577586, 35.5751103], [32.6587532, 35.5753341], [32.6585736, 35.5761067], [32.6583348, 35.5772559], [32.6613489, 35.5792372], [32.6612699, 35.5794124], [32.6611205, 35.5797435], [32.6607489, 35.5805672], [32.6603481, 35.5811086], [32.6596142, 35.5825917], [32.6592759, 35.5832885], [32.6591657, 35.5835155], [32.6590876, 35.5835461], [32.6585885, 35.583221], [32.6582589, 35.5839319], [32.6576012, 35.5835204], [32.657462, 35.583466], [32.6573808, 35.5834631], [32.6571517, 35.583934], [32.6562756, 35.5833147], [32.6560935, 35.5838293], [32.6549311, 35.5832129], [32.655328, 35.5820425], [32.6546711, 35.5815582], [32.6546602, 35.5814769], [32.6547144, 35.5813482], [32.6553558, 35.5799682], [32.6537151, 35.5788738], [32.6536034, 35.5786936], [32.6535997, 35.5785694], [32.6536178, 35.5784876], [32.6539934, 35.5776208], [32.6542013, 35.5772067], [32.654261, 35.5771045], [32.6544532, 35.5768977], [32.6546724, 35.5766658], [32.6548706, 35.5763341], [32.6549036, 35.5761629], [32.6549457, 35.5747325], [32.6549607, 35.5746291], [32.6550057, 35.5745399], [32.6550988, 35.5744722], [32.6552009, 35.5744401], [32.6555613, 35.5744008]]]"
200,"[[[32.3699641, 34.8592817], [32.3722313, 34.8598428], [32.3749028, 34.860491], [32.3776665, 34.861006], [32.3804629, 34.8616928], [32.3808926, 34.8618794], [32.3815016, 34.8621408], [32.3820014, 34.862388], [32.3821794, 34.8624623], [32.3825461, 34.8625533], [32.3826596, 34.8625955], [32.3828334, 34.8626619], [32.3830053, 34.8627139], [32.3831452, 34.8627959], [32.383625, 34.8629261], [32.3838181, 34.8629822], [32.3840194, 34.863025], [32.3842676, 34.863127], [32.3846582, 34.8632826], [32.3848266, 34.8633431], [32.3851553, 34.8633615], [32.3852134, 34.8633859], [32.3852895, 34.8634818], [32.3853947, 34.8635145], [32.385409, 34.8635903], [32.3854029, 34.8638667], [32.3854198, 34.8644302], [32.3854245, 34.8646089], [32.3853574, 34.8652326], [32.3851911, 34.865749], [32.3837576, 34.8655983], [32.3837046, 34.8656966], [32.3832583, 34.8655673], [32.3832949, 34.8654907], [32.3834036, 34.8649866], [32.3830407, 34.8650722], [32.3826894, 34.8651232], [32.3824244, 34.8651335], [32.3821701, 34.8651207], [32.3819179, 34.8650697], [32.3817434, 34.8649906], [32.3815753, 34.8649038], [32.3815538, 34.8650646], [32.3796417, 34.8648576], [32.3778024, 34.8646216], [32.3753921, 34.8642139], [32.3693878, 34.8629617], [32.3699641, 34.8592817]]]"
202,"[[[31.9210078, 34.7706493], [31.9211125, 34.7706499], [31.9212167, 34.7706522], [31.9213205, 34.7706562], [31.9214237, 34.7706619], [31.9215265, 34.7706695], [31.9216286, 34.770679], [31.9217302, 34.7706906], [31.9218313, 34.7707042], [31.9219317, 34.77072], [31.9220314, 34.770738], [31.9221656, 34.7707664], [31.9222987, 34.7707958], [31.9224308, 34.7708271], [31.922562, 34.7708608], [31.9226925, 34.7708979], [31.9228222, 34.770939], [31.9229512, 34.770985], [31.9230798, 34.7710366], [31.9232079, 34.7710945], [31.9233357, 34.7711595], [31.9232091, 34.7719743], [31.9234573, 34.7739749], [31.9233375, 34.7744871], [31.9224525, 34.774237], [31.9225501, 34.7744972], [31.9226083, 34.7748985], [31.9230328, 34.7748642], [31.9231817, 34.7771028], [31.9212201, 34.7773367], [31.9211807, 34.7773246], [31.9211533, 34.7772843], [31.9211087, 34.7771031], [31.9210641, 34.7769217], [31.9210196, 34.7767399], [31.9209752, 34.7765578], [31.920931, 34.7763751], [31.9208869, 34.7761917], [31.9208431, 34.7760075], [31.9207996, 34.7758224], [31.9207563, 34.7756363], [31.9207134, 34.7754491], [31.9203334, 34.773751], [31.9203155, 34.7736363], [31.9203004, 34.7735219], [31.9202886, 34.773408], [31.9202805, 34.7732946], [31.9202767, 34.7731819], [31.9202777, 34.7730698], [31.9202841, 34.7729585], [31.9202963, 34.7728479], [31.9203148, 34.7727383], [31.9203402, 34.7726297], [31.9208058, 34.7709942], [31.9208401, 34.7708873], [31.9210078, 34.7706493]]]"
204,"[[[32.3806857, 34.9075854], [32.3811164, 34.9076913], [32.382657, 34.9081241], [32.3840723, 34.90853], [32.385066, 34.9088211], [32.3851717, 34.9088598], [32.3852458, 34.9089015], [32.3855693, 34.9094991], [32.3855978, 34.9095956], [32.3856138, 34.9096975], [32.3856049, 34.9098526], [32.3851271, 34.9109629], [32.3848586, 34.9115612], [32.3847238, 34.9117502], [32.3845427, 34.9119149], [32.3843191, 34.9120683], [32.3841375, 34.9121809], [32.3838942, 34.9122328], [32.3836283, 34.9122333], [32.3833325, 34.9121736], [32.3792188, 34.9106551], [32.3785923, 34.9111985], [32.3764856, 34.9100918], [32.3762927, 34.9098213], [32.3759116, 34.9092909], [32.3756783, 34.9087856], [32.3788789, 34.9079523], [32.3806857, 34.9075854]]]"
205,"[[[32.3845369, 34.9206668], [32.3859735, 34.9213749], [32.3875161, 34.9221003], [32.3881115, 34.9223874], [32.3878882, 34.9229744], [32.3882528, 34.9230738], [32.3884369, 34.9225822], [32.3896101, 34.9231269], [32.3916032, 34.9240067], [32.3917376, 34.9243804], [32.3907868, 34.926332], [32.3900063, 34.9274763], [32.3892115, 34.9288132], [32.3884686, 34.9287273], [32.3870552, 34.9282767], [32.3862579, 34.9297359], [32.3852432, 34.9288561], [32.3856418, 34.9281265], [32.384754, 34.9273541], [32.3843372, 34.9273755], [32.3834674, 34.926646], [32.3847854, 34.9252466], [32.3855411, 34.9251887], [32.3866706, 34.9268421], [32.3881692, 34.9253225], [32.3883609, 34.9254715], [32.3886302, 34.925167], [32.3889432, 34.9251654], [32.3889186, 34.9249485], [32.3881087, 34.9249911], [32.3881009, 34.9241163], [32.3882219, 34.9238937], [32.3884848, 34.9233337], [32.3881494, 34.9232194], [32.3878184, 34.9231333], [32.3877966, 34.9237185], [32.3874864, 34.9237339], [32.3874626, 34.9234991], [32.3871011, 34.9235226], [32.3871011, 34.9230016], [32.3868076, 34.9228833], [32.3867807, 34.9233666], [32.3867879, 34.9237029], [32.3853916, 34.9239549], [32.3853517, 34.9237204], [32.3852949, 34.923387], [32.3855203, 34.9233353], [32.3855431, 34.9231501], [32.3850802, 34.9230218], [32.3849945, 34.922998], [32.3849539, 34.9229868], [32.383883, 34.9223611], [32.3845369, 34.9206668]]]"
206,"[[[32.165605, 34.8803587], [32.1692623, 34.8830053], [32.1693715, 34.8831053], [32.1695693, 34.8834622], [32.1709634, 34.8848101], [32.1713329, 34.8852782], [32.1718832, 34.8863314], [32.1722679, 34.8872006], [32.1724337, 34.8878571], [32.1725526, 34.8892883], [32.1725606, 34.8895665], [32.172563, 34.8904439], [32.172482, 34.8912], [32.1636308, 34.8915934], [32.1628306, 34.8915853], [32.1625672, 34.8804193], [32.165605, 34.8803587]]]"
207,"[[[32.1664433, 34.8681464], [32.167412, 34.8682998], [32.1673041, 34.8704087], [32.167302, 34.8704493], [32.1670601, 34.874367], [32.1675581, 34.8744], [32.1675744, 34.8741112], [32.168204, 34.8742088], [32.1682396, 34.8738748], [32.1686523, 34.8739135], [32.168628, 34.8742745], [32.1702314, 34.8744164], [32.1705881, 34.874448], [32.1706718, 34.8744554], [32.1717174, 34.8750098], [32.1716527, 34.8755653], [32.1716364, 34.8756955], [32.1715531, 34.8764201], [32.1714646, 34.8765233], [32.1703355, 34.8766064], [32.1694193, 34.8765595], [32.1694425, 34.8779535], [32.1693149, 34.8781242], [32.1671217, 34.8802717], [32.1662544, 34.8791421], [32.1660488, 34.8793593], [32.1658914, 34.8791261], [32.1656957, 34.8793229], [32.165376, 34.8790044], [32.165617, 34.8787618], [32.1653199, 34.8783766], [32.1655999, 34.878141], [32.1650511, 34.8773727], [32.1647375, 34.87768], [32.1644706, 34.8773185], [32.1647863, 34.8770019], [32.1641409, 34.8761085], [32.1628499, 34.8774069], [32.1624032, 34.8768226], [32.1637352, 34.8755027], [32.1636928, 34.875452], [32.1646251, 34.8745106], [32.1657345, 34.8760953], [32.1663175, 34.8754618], [32.1662199, 34.8753214], [32.1668834, 34.8746858], [32.1657645, 34.8730521], [32.1657615, 34.872145], [32.1657601, 34.8721013], [32.165923, 34.8707929], [32.1659796, 34.8703216], [32.1662597, 34.8703464], [32.1664433, 34.8681464]]]"
208,"[[[31.795901, 35.1515319], [31.7959004, 35.1516687], [31.795945, 35.1517037], [31.7959934, 35.1517796], [31.7960612, 35.1521205], [31.7958367, 35.1524946], [31.7961441, 35.1524816], [31.7963209, 35.1537411], [31.7963257, 35.1539488], [31.7963827, 35.1539638], [31.796388, 35.154112], [31.7963671, 35.1542323], [31.7963467, 35.1550083], [31.7963921, 35.155025], [31.7963885, 35.1550892], [31.7966065, 35.1551726], [31.7966538, 35.1551039], [31.7967131, 35.1550973], [31.7968057, 35.155095], [31.7967723, 35.1553343], [31.796599, 35.1559163], [31.7962338, 35.157096], [31.7960236, 35.157876], [31.79589, 35.1582477], [31.7956347, 35.1588035], [31.7954266, 35.1591232], [31.7952109, 35.1591916], [31.7949884, 35.1596001], [31.7946857, 35.1593895], [31.7945042, 35.1597704], [31.7940038, 35.1600542], [31.7947712, 35.1605831], [31.7947231, 35.1606848], [31.7942092, 35.1611691], [31.7940603, 35.161218], [31.7939345, 35.1612132], [31.7937097, 35.1610871], [31.7936283, 35.1611094], [31.7935614, 35.1611547], [31.7935221, 35.161218], [31.7927527, 35.1606845], [31.7925992, 35.1605059], [31.7925379, 35.1603704], [31.7925023, 35.1602612], [31.7924251, 35.1603028], [31.7924319, 35.1603932], [31.7925156, 35.1606027], [31.7925737, 35.1607805], [31.7925737, 35.1609471], [31.7925527, 35.1611815], [31.7925883, 35.1612995], [31.7926656, 35.1614685], [31.7926131, 35.162152], [31.7925616, 35.1623524], [31.791721, 35.1621837], [31.7917092, 35.1614535], [31.791714, 35.1609323], [31.7916397, 35.1606432], [31.7915024, 35.1593868], [31.7913527, 35.1592146], [31.7913773, 35.1588338], [31.7914523, 35.158352], [31.7917252, 35.1579157], [31.791706, 35.1575262], [31.7916946, 35.1572], [31.7916819, 35.1569305], [31.7916292, 35.1568849], [31.7916157, 35.156658], [31.7916438, 35.1563981], [31.7917354, 35.1559515], [31.791872, 35.1555829], [31.7920454, 35.1550963], [31.792356, 35.1544191], [31.792599, 35.1542188], [31.7927016, 35.1542043], [31.7928808, 35.1540275], [31.7929868, 35.153921], [31.793137, 35.153843], [31.7932503, 35.1538132], [31.7933851, 35.1537969], [31.7934159, 35.1538213], [31.7934131, 35.153887], [31.7933331, 35.1539894], [31.7932462, 35.1541565], [31.7932088, 35.1543282], [31.793303, 35.1544113], [31.7935668, 35.1538561], [31.7936258, 35.15381], [31.7936723, 35.1538159], [31.7937895, 35.1539063], [31.7936354, 35.1543212], [31.7937371, 35.1544025], [31.7938403, 35.1543322], [31.7939206, 35.1543593], [31.7939678, 35.1547284], [31.7940555, 35.1548182], [31.7950151, 35.1531928], [31.7950655, 35.1530104], [31.7950728, 35.1528178], [31.7950297, 35.1526639], [31.794832, 35.1522892], [31.7948124, 35.152162], [31.7948619, 35.1520926], [31.7952339, 35.1520301], [31.7953101, 35.1519542], [31.7953331, 35.1518811], [31.7954742, 35.1519877], [31.7956013, 35.1519472], [31.7956935, 35.1518886], [31.79573, 35.151743], [31.795716, 35.1515467], [31.795901, 35.1515319]]]"
212,"[[[32.4174107, 35.5365158], [32.4180691, 35.5366382], [32.4179888, 35.5372441], [32.4173304, 35.5371217], [32.4174107, 35.5365158]]]"
213,"[[[32.486269, 34.9799758], [32.4891139, 34.9807118], [32.4888753, 34.9834734], [32.4909637, 34.9845894], [32.4909529, 34.9852031], [32.4914531, 34.9854226], [32.4924866, 34.9857413], [32.4923996, 34.9877111], [32.4922633, 34.9876962], [32.492232, 34.9879538], [32.4920596, 34.9879781], [32.490361, 34.9878134], [32.4903447, 34.9880248], [32.4901007, 34.9880074], [32.4900765, 34.9882305], [32.4888939, 34.9881145], [32.4879913, 34.9880508], [32.4858512, 34.9876659], [32.4858152, 34.9860937], [32.4849152, 34.986058], [32.4853263, 34.9813426], [32.4846628, 34.9811909], [32.4849254, 34.980189], [32.486269, 34.9799758]]]"
217,"[[[32.3921943, 34.9073869], [32.3929851, 34.9077056], [32.3937257, 34.9091781], [32.3937369, 34.910902], [32.3937761, 34.9119316], [32.3938494, 34.912487], [32.3939622, 34.9130429], [32.3940716, 34.9139727], [32.3939853, 34.9149958], [32.3934904, 34.9152892], [32.393073, 34.9157016], [32.3927903, 34.9158704], [32.3925921, 34.9159067], [32.3923534, 34.9158923], [32.3920742, 34.9158089], [32.391788, 34.9157092], [32.391656, 34.9156469], [32.391526, 34.9155449], [32.391378, 34.9154011], [32.3911189, 34.9149815], [32.3908347, 34.9144851], [32.391253, 34.9141739], [32.3909037, 34.913527], [32.3905793, 34.9136756], [32.3893961, 34.9137432], [32.3890614, 34.9145572], [32.3886728, 34.9143873], [32.3883082, 34.9156756], [32.3865868, 34.9146917], [32.3856721, 34.9133393], [32.3853682, 34.912238], [32.3861591, 34.9103502], [32.3869428, 34.9103787], [32.3870047, 34.9086242], [32.3870094, 34.908492], [32.3884801, 34.908503], [32.3884714, 34.9080071], [32.3884763, 34.9078799], [32.3885542, 34.9076878], [32.3894887, 34.907642], [32.3896373, 34.9076485], [32.3896735, 34.9076592], [32.3896971, 34.9076807], [32.3897134, 34.9077322], [32.3897471, 34.9079134], [32.3898093, 34.9100361], [32.3898231, 34.9102735], [32.3896727, 34.9106064], [32.3902192, 34.9110489], [32.3903232, 34.9110625], [32.3904102, 34.9110042], [32.3904365, 34.9108614], [32.3904333, 34.9101775], [32.3903335, 34.909349], [32.3909323, 34.9079094], [32.3915275, 34.9076289], [32.3921943, 34.9073869]]]"
218,"[[[32.152235, 34.8977592], [32.1541961, 34.902158], [32.1504364, 34.905161], [32.1485107, 34.9027159], [32.1498187, 34.9012997], [32.1492737, 34.9005272], [32.1493464, 34.8990252], [32.152235, 34.8977592]]]"
219,"[[[32.3961397, 34.9081307], [32.397498, 34.9090369], [32.3971963, 34.9108093], [32.3988477, 34.9101924], [32.3999158, 34.9108211], [32.4005423, 34.9102979], [32.4013665, 34.9092394], [32.4026526, 34.9090028], [32.4037565, 34.9092319], [32.4036318, 34.911007], [32.4023276, 34.9108452], [32.4016705, 34.9107667], [32.4017431, 34.9116004], [32.4018882, 34.9124082], [32.4016578, 34.9130041], [32.4016392, 34.9130521], [32.4015514, 34.9132791], [32.4011376, 34.9143491], [32.4009397, 34.9148609], [32.3995597, 34.9144667], [32.3991271, 34.9142997], [32.3989835, 34.9142553], [32.3943342, 34.9128159], [32.3940736, 34.9126211], [32.393948, 34.9106315], [32.3944269, 34.9100643], [32.394962, 34.9085813], [32.3961397, 34.9081307]]]"
220,"[[[32.815398, 35.0834284], [32.8164259, 35.083538], [32.8163661, 35.08381], [32.8169847, 35.0839525], [32.81708, 35.0837092], [32.8174183, 35.0838889], [32.817555, 35.0835514], [32.8178107, 35.0836637], [32.8175144, 35.0845662], [32.8178456, 35.0847098], [32.8181618, 35.0838148], [32.8185138, 35.0840237], [32.8181311, 35.0849475], [32.8184679, 35.0850337], [32.8196333, 35.085762], [32.8198644, 35.0853591], [32.8186979, 35.0844358], [32.8191262, 35.0836813], [32.8193297, 35.0836808], [32.8205441, 35.0845933], [32.8206445, 35.0844544], [32.8212409, 35.0848842], [32.8220017, 35.0853966], [32.8224264, 35.0856649], [32.8231327, 35.0860914], [32.823811, 35.0863607], [32.8254441, 35.0873205], [32.8258592, 35.0875279], [32.8245702, 35.091262], [32.823717, 35.0935484], [32.8236183, 35.0935746], [32.822869, 35.0932246], [32.821994, 35.0930179], [32.8217062, 35.0929463], [32.8204708, 35.0925275], [32.8206479, 35.0922132], [32.8207846, 35.0920492], [32.8210817, 35.0917751], [32.8211887, 35.0916186], [32.8213165, 35.0913389], [32.8220998, 35.0890776], [32.8202459, 35.0880126], [32.8199613, 35.0879415], [32.8195438, 35.0878649], [32.8194852, 35.0879771], [32.8191429, 35.087868], [32.8190461, 35.0882507], [32.8192784, 35.0883222], [32.819128, 35.0887746], [32.8172311, 35.0884169], [32.8154347, 35.0880779], [32.8132097, 35.0876574], [32.8133218, 35.0868431], [32.8155393, 35.0872841], [32.8155495, 35.0872381], [32.8155192, 35.0868453], [32.8153531, 35.0857166], [32.8153183, 35.0851146], [32.8153108, 35.0844761], [32.815398, 35.0834284]]]"
223,"[[[32.4817612, 35.0049711], [32.4825704, 35.0058247], [32.482778, 35.0054714], [32.4830365, 35.0056684], [32.4828104, 35.0060778], [32.4835283, 35.0068351], [32.4850374, 35.0067647], [32.4853649, 35.0062168], [32.4857709, 35.0065282], [32.4855101, 35.0069533], [32.4860887, 35.0074577], [32.4862265, 35.011402], [32.4872781, 35.0112175], [32.4875858, 35.0127967], [32.4870876, 35.0130978], [32.4855424, 35.0137194], [32.4850057, 35.0120135], [32.4808226, 35.0122346], [32.4799348, 35.0052951], [32.4817612, 35.0049711]]]"
224,"[[[32.3529681, 34.8555694], [32.3544835, 34.8561873], [32.3552738, 34.8564191], [32.3555711, 34.8564706], [32.3557306, 34.8576379], [32.3553173, 34.8577495], [32.3545125, 34.8578782], [32.352841, 34.8578076], [32.3528101, 34.8567525], [32.3529681, 34.8555694]]]"
