city_code,polygon
1140,"[[[30.8571653, 34.7745067], [30.857247, 34.7745151], [30.857331, 34.774557], [30.8573983, 34.7746242], [30.8574439, 34.7747025], [30.8577753, 34.7765683], [30.8578161, 34.7767221], [30.8578737, 34.7767893], [30.8579266, 34.7768396], [30.857953, 34.7769263], [30.8579434, 34.7770103], [30.8578593, 34.7771082], [30.8577537, 34.7771333], [30.857648, 34.7770998], [30.8575832, 34.7770746], [30.8560559, 34.7774494], [30.8560103, 34.777511], [30.8559503, 34.7776145], [30.8559238, 34.7777487], [30.8559286, 34.7778606], [30.8562559, 34.7797693], [30.8551759, 34.7800423], [30.8551963, 34.7809917], [30.8555122, 34.7809601], [30.8554986, 34.7813952], [30.8561606, 34.7812177], [30.8561619, 34.7813015], [30.8561712, 34.7818888], [30.8561769, 34.7822517], [30.8555936, 34.7823475], [30.8557387, 34.7830067], [30.8556217, 34.7830292], [30.8556633, 34.7837391], [30.8557601, 34.7843128], [30.8546139, 34.7846016], [30.8545106, 34.7840539], [30.8541276, 34.7841392], [30.8542489, 34.7848958], [30.8543233, 34.7855854], [30.8543864, 34.7855767], [30.8544458, 34.7859861], [30.854096, 34.7860613], [30.854135, 34.7863086], [30.8538192, 34.7863719], [30.8537835, 34.7861839], [30.8535186, 34.7862433], [30.8534677, 34.7862224], [30.8533988, 34.7866609], [30.8533687, 34.7866595], [30.8532066, 34.7868819], [30.8530542, 34.7869686], [30.8528164, 34.7869868], [30.8525739, 34.786991], [30.8523073, 34.7869603], [30.8522209, 34.7869113], [30.8521272, 34.7868204], [30.8519615, 34.7866246], [30.8520311, 34.7867868], [30.8520972, 34.7868903], [30.8522209, 34.7870246], [30.8525871, 34.7873477], [30.8542969, 34.7888708], [30.8543137, 34.7888838], [30.8543304, 34.7888968], [30.8543473, 34.7889098], [30.8543644, 34.7889225], [30.8543818, 34.7889349], [30.8543997, 34.7889469], [30.8544181, 34.7889584], [30.8544373, 34.7889691], [30.8544573, 34.7889792], [30.8544782, 34.7889883], [30.8546439, 34.7890582], [30.8546643, 34.7891743], [30.8546643, 34.7892918], [30.8546463, 34.7894163], [30.8538346, 34.7908681], [30.8533615, 34.7906863], [30.8532799, 34.7906331], [30.8533087, 34.7905478], [30.8533796, 34.790338], [30.8530313, 34.7902023], [30.8529509, 34.7899939], [30.8527264, 34.7899296], [30.852766, 34.7897827], [30.8523301, 34.7896233], [30.8523553, 34.7895142], [30.8521128, 34.7894387], [30.8520564, 34.7893897], [30.8520239, 34.789324], [30.8520155, 34.7892722], [30.8520503, 34.7890764], [30.851737, 34.7889603], [30.8517598, 34.788847], [30.851486, 34.7887673], [30.8515556, 34.7885142], [30.8509253, 34.788275], [30.8509889, 34.7879995], [30.8509072, 34.7879743], [30.8508568, 34.7879379], [30.8508028, 34.7878694], [30.8507656, 34.7878022], [30.8507475, 34.7877225], [30.8507475, 34.7876428], [30.8507644, 34.7875365], [30.8507584, 34.7875169], [30.8507295, 34.7874889], [30.8506623, 34.787405], [30.8506071, 34.7872833], [30.8504714, 34.7865295], [30.8500343, 34.7866498], [30.8498698, 34.7856511], [30.8493481, 34.7857626], [30.849146, 34.7844769], [30.8492139, 34.7844611], [30.8491341, 34.7839508], [30.8495298, 34.7838677], [30.8495417, 34.7839389], [30.8500019, 34.783842], [30.8498013, 34.7827881], [30.8496092, 34.7827937], [30.8492898, 34.7827251], [30.8492406, 34.7827112], [30.8490785, 34.7825615], [30.8489716, 34.7825419], [30.8489716, 34.7824552], [30.8489416, 34.7824398], [30.8488816, 34.7824944], [30.8487758, 34.7825128], [30.8487096, 34.7825069], [30.8486378, 34.7824888], [30.8485994, 34.7824538], [30.8485369, 34.782409], [30.8484637, 34.7823797], [30.8483892, 34.7823657], [30.8479822, 34.7823335], [30.8478561, 34.7823041], [30.8478081, 34.7822048], [30.8477925, 34.7821377], [30.8479606, 34.7813601], [30.8479822, 34.7813279], [30.8479522, 34.7811978], [30.8476556, 34.7806062], [30.84764, 34.7804999], [30.847999, 34.7800733], [30.8480847, 34.7800818], [30.8486807, 34.7793678], [30.8487627, 34.7792341], [30.8488143, 34.7792229], [30.8487951, 34.7790705], [30.8487675, 34.7789012], [30.8488155, 34.7787949], [30.8488756, 34.7787334], [30.848986, 34.7786383], [30.8490893, 34.7785935], [30.8491902, 34.7785935], [30.8493102, 34.7786271], [30.8493943, 34.7786746], [30.8496585, 34.778904], [30.8499034, 34.7789236], [30.850182, 34.7789012], [30.8503717, 34.7788397], [30.8505374, 34.7790299], [30.8505398, 34.7791778], [30.8507151, 34.7791921], [30.8508736, 34.7791642], [30.8510009, 34.7791194], [30.851181, 34.7790131], [30.8517117, 34.77849], [30.8515701, 34.7776676], [30.8519255, 34.7771529], [30.8521284, 34.7773319], [30.8522665, 34.7771249], [30.8520539, 34.7769403], [30.8524123, 34.7763958], [30.8525727, 34.7761497], [30.85282, 34.7757836], [30.8529317, 34.7756144], [30.8530818, 34.7754102], [30.8532799, 34.7756074], [30.8533759, 34.7755137], [30.853448, 34.7754494], [30.8536137, 34.7753962], [30.8550641, 34.7750298], [30.855177, 34.7749878], [30.8552635, 34.7749402], [30.8553187, 34.7748955], [30.8553811, 34.7748591], [30.855458, 34.7748591], [30.8555372, 34.7748871], [30.8556045, 34.7749039], [30.8556717, 34.7748955], [30.8570525, 34.774529], [30.8571653, 34.7745067]]]"
1141,"[[[31.9330467, 34.98453], [31.9334312, 34.9845934], [31.9336091, 34.9846383], [31.9338378, 34.9846962], [31.9338346, 34.9848251], [31.9339351, 34.9848434], [31.9338963, 34.9852616], [31.9340263, 34.9852667], [31.9339934, 34.9855244], [31.9334748, 34.9854799], [31.9334708, 34.9855223], [31.9333264, 34.9870583], [31.9338341, 34.9871085], [31.933869, 34.9868764], [31.9342632, 34.9869097], [31.9342032, 34.9873744], [31.9343263, 34.9873851], [31.9343051, 34.9876505], [31.9345557, 34.987435], [31.9351585, 34.9870522], [31.9352515, 34.9872041], [31.9353658, 34.9873253], [31.9354681, 34.9873912], [31.935503, 34.9873722], [31.9355336, 34.9873407], [31.9355734, 34.9871594], [31.9356017, 34.9869805], [31.9356622, 34.98607], [31.9353685, 34.9860477], [31.9354193, 34.9852651], [31.9357256, 34.9852707], [31.9357974, 34.9853269], [31.935683, 34.9869317], [31.9356779, 34.9871644], [31.9356106, 34.9874304], [31.9355208, 34.9875839], [31.9352852, 34.9881243], [31.935947, 34.987688], [31.9359774, 34.9880311], [31.9358196, 34.9882796], [31.9353601, 34.9885508], [31.9343417, 34.9891197], [31.9330711, 34.9894821], [31.9331143, 34.9891793], [31.9328676, 34.989173], [31.9328785, 34.9889297], [31.933134, 34.9889074], [31.9331399, 34.9882065], [31.932873, 34.9882145], [31.9327296, 34.9878284], [31.9330467, 34.98453]]]"
1143,"[[[32.9655279, 35.1182222], [32.9659665, 35.1182877], [32.9663931, 35.1183594], [32.9673135, 35.1185229], [32.9673177, 35.1192223], [32.9682097, 35.1191923], [32.968221, 35.1201288], [32.9675679, 35.1201371], [32.9673837, 35.1201146], [32.9673627, 35.1205848], [32.9673318, 35.120782], [32.9672574, 35.1211321], [32.9672129, 35.1213051], [32.9671799, 35.1214671], [32.9671375, 35.1219189], [32.9671221, 35.1221035], [32.967739, 35.1221906], [32.9676978, 35.1225926], [32.968042, 35.1226394], [32.9680247, 35.1227559], [32.9679425, 35.1235957], [32.9656239, 35.1233707], [32.9655657, 35.1238266], [32.9643073, 35.1235574], [32.9644928, 35.1219347], [32.9642288, 35.121689], [32.9644672, 35.1203834], [32.9644913, 35.1202465], [32.9645512, 35.120084], [32.9649617, 35.1193733], [32.9650191, 35.1193067], [32.9651036, 35.1192347], [32.9651592, 35.1192096], [32.9653124, 35.1191696], [32.9653468, 35.1186269], [32.9655221, 35.1186201], [32.9655279, 35.1182222]]]"
1145,"[31.652036, 34.7426718]"
1146,"[[[31.4512604, 34.5111017], [31.4517029, 34.5111073], [31.4517182, 34.5115551], [31.4523668, 34.511548], [31.4523955, 34.5123158], [31.4525085, 34.5122388], [31.4527109, 34.5120652], [31.4528597, 34.5119748], [31.4530727, 34.5119888], [31.4543732, 34.5123859], [31.454535, 34.512452], [31.4547232, 34.5125634], [31.4548782, 34.5127101], [31.4550015, 34.5128997], [31.4551313, 34.5132007], [31.455318, 34.5140563], [31.4553366, 34.5142509], [31.4553371, 34.5144909], [31.4552963, 34.5149943], [31.4552445, 34.5152663], [31.455096, 34.515889], [31.4550595, 34.5160762], [31.4550193, 34.5163179], [31.4548917, 34.5165904], [31.4546604, 34.516948], [31.4544943, 34.5171834], [31.4543107, 34.5173768], [31.4541438, 34.5175112], [31.453896, 34.5176208], [31.4534382, 34.517737], [31.4533932, 34.5175608], [31.4530787, 34.5176281], [31.4530203, 34.5175908], [31.4529975, 34.5175569], [31.4529479, 34.5173258], [31.4528901, 34.5173045], [31.4528484, 34.5172279], [31.4527293, 34.5165756], [31.4525638, 34.5165738], [31.4524268, 34.5165476], [31.4519636, 34.516399], [31.4518194, 34.5163254], [31.4517718, 34.516268], [31.451719, 34.5162423], [31.4516532, 34.5162584], [31.4515285, 34.5163407], [31.4514984, 34.5161926], [31.4515643, 34.5159944], [31.4515627, 34.5158544], [31.4513546, 34.514865], [31.4511539, 34.5124909], [31.4511526, 34.511713], [31.4511395, 34.5114697], [31.4512604, 34.5111017]]]"
1147,"[[[33.0630525, 35.3197956], [33.0630806, 35.3201161], [33.0632728, 35.3201201], [33.0634587, 35.3201697], [33.0636514, 35.3202703], [33.063821, 35.320413], [33.0640394, 35.3206598], [33.064136, 35.320839], [33.0642332, 35.3211538], [33.0643146, 35.3214016], [33.0644174, 35.3215669], [33.0645337, 35.3217321], [33.064645, 35.3218319], [33.0647223, 35.3209763], [33.0652541, 35.3210455], [33.0652901, 35.3206506], [33.0655458, 35.3204784], [33.066348, 35.3198987], [33.0664934, 35.3198728], [33.0666132, 35.3199052], [33.0667008, 35.3199512], [33.0668091, 35.3200526], [33.0670094, 35.3203874], [33.067592, 35.3213606], [33.0678501, 35.3217924], [33.0675853, 35.3219842], [33.0676782, 35.322135], [33.0674196, 35.3223306], [33.0678068, 35.3231428], [33.0677124, 35.3231981], [33.0677845, 35.3236101], [33.0675953, 35.3236616], [33.0676997, 35.3240409], [33.0670392, 35.324534], [33.0670636, 35.3246037], [33.0662755, 35.3254395], [33.0660829, 35.3255053], [33.0658954, 35.3255096], [33.0657156, 35.3254771], [33.06467, 35.3249915], [33.0643752, 35.3248662], [33.0637009, 35.324667], [33.0635781, 35.3248816], [33.0634603, 35.325131], [33.063057, 35.3250097], [33.062929, 35.3252973], [33.0626693, 35.3252671], [33.062612, 35.3253577], [33.062412, 35.325233], [33.0625063, 35.325028], [33.062269, 35.3248907], [33.0621251, 35.3251911], [33.0612732, 35.3249095], [33.0612545, 35.3247188], [33.0612979, 35.3244358], [33.0613842, 35.3238945], [33.0614777, 35.3237228], [33.0616719, 35.3235345], [33.0618518, 35.3234916], [33.0619669, 35.3235775], [33.0621395, 35.3233366], [33.062269, 35.3233886], [33.0620464, 35.3220583], [33.0619745, 35.3214574], [33.0619812, 35.321105], [33.0621521, 35.3206732], [33.0623193, 35.3204613], [33.0626286, 35.3202129], [33.0625783, 35.3199211], [33.0627702, 35.3198674], [33.0630525, 35.3197956]]]"
1148,"[[[32.240744, 35.0089318], [32.2413011, 35.0089318], [32.2412996, 35.0097179], [32.2413729, 35.0097196], [32.2413849, 35.0097603], [32.2417578, 35.0097533], [32.241891, 35.0100153], [32.2419434, 35.0101498], [32.2419659, 35.0102932], [32.2419779, 35.010534], [32.2419494, 35.0111589], [32.2426412, 35.0112917], [32.2427355, 35.0113589], [32.2428059, 35.0114723], [32.2428613, 35.0115838], [32.2429152, 35.0117803], [32.2429481, 35.0120069], [32.2429721, 35.0124088], [32.2429002, 35.0132957], [32.2427954, 35.0144517], [32.2427325, 35.0147775], [32.2425019, 35.0155157], [32.2411513, 35.0155653], [32.2407261, 35.0161707], [32.2405224, 35.0159069], [32.2402709, 35.0159282], [32.2396779, 35.016107], [32.2395448, 35.0162061], [32.2394368, 35.015953], [32.2395103, 35.0158883], [32.2393396, 35.0154262], [32.2394078, 35.0153726], [32.2391941, 35.0146942], [32.239064, 35.0147633], [32.2390146, 35.0145385], [32.2389801, 35.0142995], [32.2390011, 35.0137701], [32.2390355, 35.0135276], [32.2391044, 35.0132302], [32.2391374, 35.0130921], [32.2392107, 35.0129009], [32.2393006, 35.0127221], [32.2394039, 35.0125982], [32.2395027, 35.0125026], [32.239603, 35.0124265], [32.2397138, 35.0123698], [32.2406467, 35.0121167], [32.2407336, 35.0120759], [32.240777, 35.0120317], [32.2407935, 35.0119432], [32.240783, 35.0118015], [32.2406347, 35.0110208], [32.2406033, 35.01075], [32.2405943, 35.0104685], [32.2407186, 35.00927], [32.240744, 35.0089318]]]"
1149,"[[[31.7372661, 34.6674943], [31.738015, 34.6676026], [31.7381865, 34.667667], [31.7377485, 34.668079], [31.7378763, 34.6687788], [31.7380588, 34.6696757], [31.7381612, 34.670019], [31.7382725, 34.6704099], [31.7383873, 34.670813], [31.7385068, 34.6713398], [31.7377476, 34.6714943], [31.7381126, 34.6738761], [31.7358791, 34.6731162], [31.7352548, 34.6728372], [31.734796, 34.6703235], [31.7352696, 34.6702368], [31.7354993, 34.670151], [31.7356821, 34.6700652], [31.7358645, 34.6698592], [31.7360322, 34.6695802], [31.7362403, 34.6691251], [31.7364191, 34.668855], [31.73666, 34.6686659], [31.7369885, 34.6685028], [31.7372661, 34.6674943]]]"
1150,"[[[30.5575304, 35.1742945], [30.5636962, 35.1743165], [30.5637262, 35.1774756], [30.5645313, 35.1775094], [30.5644778, 35.1841275], [30.5616716, 35.1840583], [30.5616693, 35.1844188], [30.5621719, 35.1844279], [30.5621945, 35.1854144], [30.562061, 35.185423], [30.5620758, 35.1864015], [30.5609769, 35.1864106], [30.5608642, 35.1862647], [30.5608194, 35.1852513], [30.5610042, 35.1846167], [30.5610065, 35.1841012], [30.5603334, 35.1840932], [30.560339, 35.1845046], [30.559999, 35.1845137], [30.559526, 35.184488], [30.5595283, 35.1841012], [30.5565793, 35.1840325], [30.556564, 35.1831313], [30.5560619, 35.1831061], [30.5558249, 35.1824538], [30.5558388, 35.1807924], [30.5566532, 35.1807458], [30.5566601, 35.1775271], [30.557481, 35.1775443], [30.5575304, 35.1742945]]]"
1151,"[[[30.3626206, 35.1482923], [30.3649948, 35.1487931], [30.3670361, 35.1507672], [30.3659741, 35.1534867], [30.3659644, 35.1535515], [30.3659877, 35.1536118], [30.3660292, 35.1536652], [30.3680851, 35.1556263], [30.3669817, 35.1584207], [30.3653963, 35.1606385], [30.3640735, 35.1623147], [30.3640019, 35.1623293], [30.3639423, 35.1623256], [30.3624682, 35.161167], [30.3609894, 35.1599501], [30.3605135, 35.1594544], [30.3612563, 35.1573505], [30.3570439, 35.1565089], [30.3575205, 35.1534475], [30.3586499, 35.1506669], [30.3612267, 35.1511425], [30.3613014, 35.1510631], [30.3623637, 35.1483868], [30.3626206, 35.1482923]]]"
1152,"[[[30.9634171, 34.6957253], [30.963605, 34.695866], [30.9634985, 34.696061], [30.9637868, 34.6962714], [30.9638889, 34.6960284], [30.9643732, 34.6963751], [30.9651451, 34.6969482], [30.9650304, 34.6971527], [30.965074, 34.6971881], [30.9651036, 34.6972278], [30.9651362, 34.6972882], [30.9651599, 34.6973659], [30.9651621, 34.6974332], [30.9651458, 34.6974893], [30.9647721, 34.6982004], [30.9647336, 34.6982815], [30.9647247, 34.6983229], [30.9647233, 34.6983626], [30.9647321, 34.6983903], [30.9647455, 34.6984067], [30.9648172, 34.6984498], [30.9649208, 34.6985137], [30.965817, 34.6991575], [30.9660153, 34.6987933], [30.96576, 34.6986095], [30.965894, 34.6983454], [30.9660901, 34.6984765], [30.966264, 34.6981797], [30.9663513, 34.6982401], [30.9664133, 34.698129], [30.9667639, 34.6983572], [30.9667408, 34.6984012], [30.9667722, 34.6984268], [30.9668026, 34.6984646], [30.9668172, 34.6985196], [30.9671291, 34.6985061], [30.9671563, 34.6984536], [30.9670517, 34.6983035], [30.9670548, 34.6981131], [30.967082, 34.6979801], [30.9671396, 34.6978824], [30.9672798, 34.6978983], [30.9673185, 34.6979374], [30.9674567, 34.6978715], [30.9675278, 34.6980912], [30.9677455, 34.6981375], [30.9676995, 34.6983499], [30.9678502, 34.6984231], [30.9677968, 34.6989455], [30.9674776, 34.6989516], [30.9674148, 34.6989113], [30.9672453, 34.6987392], [30.967194, 34.6986453], [30.9671532, 34.698605], [30.9671291, 34.6986587], [30.9670904, 34.6988418], [30.9670255, 34.6989711], [30.9674117, 34.6992748], [30.967098, 34.6998738], [30.9666643, 34.6995562], [30.9665741, 34.6997271], [30.967169, 34.7001396], [30.9672697, 34.6999566], [30.9673836, 34.7000516], [30.9665785, 34.7015912], [30.9665208, 34.7017051], [30.9664527, 34.701819], [30.9663654, 34.7019312], [30.966278, 34.7020175], [30.9661892, 34.7020814], [30.9660694, 34.7021435], [30.9659199, 34.7021884], [30.9657452, 34.7022022], [30.9655454, 34.7021901], [30.9652909, 34.7021504], [30.965128, 34.7021107], [30.9649741, 34.7020589], [30.9647788, 34.7019554], [30.9646488, 34.7018786], [30.9645539, 34.702092], [30.964376, 34.7022244], [30.9642912, 34.702252], [30.9638219, 34.7022619], [30.9636812, 34.7020841], [30.9636053, 34.7021764], [30.9631333, 34.7021651], [30.9631606, 34.7017224], [30.9630308, 34.701655], [30.9629894, 34.7016464], [30.9629065, 34.7015895], [30.9628725, 34.7015653], [30.9628192, 34.7015601], [30.9627259, 34.7014773], [30.9627333, 34.7014272], [30.9627244, 34.7013927], [30.9626948, 34.7013564], [30.962643, 34.7012995], [30.9611807, 34.7002829], [30.9611363, 34.7002371], [30.9611097, 34.7001922], [30.9610868, 34.7001361], [30.9610712, 34.7000688], [30.961072, 34.6999894], [30.9610875, 34.6999282], [30.9611198, 34.6998647], [30.9609279, 34.6997335], [30.9611127, 34.6993715], [30.9617506, 34.6981331], [30.9619437, 34.6977681], [30.9629309, 34.6958919], [30.9631137, 34.6960386], [30.9631292, 34.6960187], [30.9631736, 34.6959894], [30.9632232, 34.6959652], [30.9632713, 34.6959557], [30.9633061, 34.6959583], [30.9634171, 34.6957253]]]"
1153,"[[[32.9473734, 35.2456163], [32.9477886, 35.2456682], [32.9481913, 35.2458348], [32.9484753, 35.2460929], [32.9487395, 35.246587], [32.9488608, 35.2471344], [32.9489624, 35.2483453], [32.9492344, 35.2491046], [32.949572, 35.2500401], [32.9497789, 35.2507608], [32.9497543, 35.2511118], [32.949647, 35.251525], [32.9491918, 35.2518737], [32.9489788, 35.251953], [32.9486821, 35.2510219], [32.9485236, 35.2504474], [32.9477961, 35.2507645], [32.9477601, 35.2505762], [32.9475801, 35.2507215], [32.9472788, 35.2517343], [32.9474409, 35.2519956], [32.9474967, 35.2521914], [32.9475273, 35.2525621], [32.9476354, 35.2528453], [32.9476467, 35.2533909], [32.9473572, 35.2534515], [32.9473078, 35.2533694], [32.9471051, 35.2528936], [32.9469539, 35.2529274], [32.9468098, 35.2528244], [32.9466941, 35.2524473], [32.9456065, 35.2522665], [32.9455867, 35.2521488], [32.9455633, 35.252009], [32.9456354, 35.2516711], [32.9466985, 35.2518676], [32.9465535, 35.2515203], [32.9466225, 35.251428], [32.9465209, 35.2512981], [32.945705, 35.2512508], [32.9456498, 35.2510682], [32.9455277, 35.2509565], [32.9455763, 35.2507114], [32.9450524, 35.2504211], [32.9445924, 35.2503307], [32.9445162, 35.2504652], [32.9445933, 35.2506592], [32.9445554, 35.2509328], [32.9445023, 35.2511731], [32.9445566, 35.2513717], [32.9444355, 35.2516963], [32.9444397, 35.252088], [32.9440623, 35.2518991], [32.9438131, 35.2517155], [32.9440949, 35.250841], [32.9442713, 35.2505544], [32.9444754, 35.2503101], [32.9443681, 35.2494861], [32.9436406, 35.2496057], [32.9429486, 35.2496406], [32.9428046, 35.2479154], [32.9428483, 35.2477094], [32.9429419, 35.2476316], [32.9430927, 35.2475887], [32.9431909, 35.2475984], [32.9433592, 35.247615], [32.9440579, 35.2474262], [32.944202, 35.2473575], [32.9447782, 35.2472717], [32.9453405, 35.2475029], [32.9459224, 35.2474105], [32.9459512, 35.2471204], [32.9460102, 35.2468782], [32.9461036, 35.2465666], [32.9462888, 35.2462026], [32.9464495, 35.2460336], [32.9466954, 35.2458056], [32.9469917, 35.2456784], [32.9473734, 35.2456163]]]"
1154,"[[[32.4369551, 35.4145962], [32.4374354, 35.4147402], [32.4387259, 35.4150077], [32.4392526, 35.4151037], [32.4388764, 35.418443], [32.4388243, 35.4187653], [32.4386681, 35.4190738], [32.4384424, 35.419451], [32.4381762, 35.4197664], [32.437881, 35.4200064], [32.4375859, 35.4201298], [32.4372387, 35.4201709], [32.4368625, 35.4201572], [32.436469, 35.4200681], [32.4364053, 35.4199995], [32.4363995, 35.4198829], [32.4363474, 35.4198212], [32.4360928, 35.4196292], [32.4358208, 35.4193618], [32.4356009, 35.4189847], [32.4351321, 35.4188887], [32.4349874, 35.4187927], [32.4349122, 35.4186418], [32.4347097, 35.4186144], [32.4343277, 35.4183881], [32.4341251, 35.4181824], [32.4340846, 35.4179493], [32.4340846, 35.4174487], [32.4341946, 35.416907], [32.4343856, 35.4165025], [32.4346055, 35.4163173], [32.4348833, 35.4162076], [32.4352479, 35.4160568], [32.4354446, 35.4158716], [32.4355893, 35.4156522], [32.4358266, 35.4151997], [32.436087, 35.4149802], [32.4364285, 35.4147745], [32.4367005, 35.4149391], [32.4369551, 35.4145962]]]"
1155,"[[[32.5189063, 35.3006361], [32.5215429, 35.3006768], [32.5216347, 35.3007455], [32.5217641, 35.3008582], [32.5218148, 35.3010733], [32.5218469, 35.3013249], [32.521827, 35.3032593], [32.5251673, 35.3033081], [32.5253514, 35.3035506], [32.5254676, 35.3037866], [32.5254337, 35.3050742], [32.5254672, 35.3101316], [32.5253618, 35.3105071], [32.5251049, 35.3108311], [32.5223566, 35.3126513], [32.5220346, 35.3127833], [32.5216777, 35.3128525], [32.5213385, 35.3128492], [32.5175203, 35.3115688], [32.5183827, 35.3080708], [32.5169691, 35.307522], [32.5170974, 35.3068737], [32.5170147, 35.3067383], [32.5170916, 35.3064811], [32.5172356, 35.305953], [32.5173095, 35.305459], [32.5164851, 35.30543], [32.5165006, 35.3049314], [32.5188398, 35.3049453], [32.5189063, 35.3006361]]]"
1156,"[[[29.8341089, 35.0199202], [29.8343248, 35.0199417], [29.8345942, 35.0200198], [29.8349749, 35.0202378], [29.8352257, 35.0204738], [29.8353887, 35.0206841], [29.835557, 35.0209376], [29.835649, 35.0212304], [29.8357552, 35.0215868], [29.835779, 35.0220169], [29.8357627, 35.0222468], [29.8356697, 35.0226648], [29.8355275, 35.0229904], [29.8353449, 35.0233123], [29.8352827, 35.0234124], [29.8350625, 35.0235901], [29.8348914, 35.0236946], [29.8347011, 35.0237562], [29.8345454, 35.0237462], [29.8343496, 35.0237147], [29.8342122, 35.0237042], [29.8340858, 35.0237147], [29.8339635, 35.0237607], [29.8334015, 35.0234994], [29.8330175, 35.0241712], [29.8326294, 35.0238455], [29.8323145, 35.0235208], [29.8321988, 35.0232765], [29.8320576, 35.0229074], [29.8319683, 35.0225512], [29.8319345, 35.0221864], [29.832009, 35.0217272], [29.8321207, 35.0214054], [29.8322667, 35.0211474], [29.8324009, 35.0209489], [29.8326201, 35.0207407], [29.8328301, 35.0206077], [29.8331482, 35.0204269], [29.8334723, 35.0203325], [29.8335004, 35.0201937], [29.833665, 35.0201785], [29.8337452, 35.0201344], [29.8339749, 35.0199677], [29.8341089, 35.0199202]]]"
1157,"[32.782656, 35.541232]"
1158,"[[[30.084002, 35.1252946], [30.0842089, 35.1253293], [30.0848103, 35.1255858], [30.0858698, 35.1260729], [30.0859927, 35.1262856], [30.0863793, 35.1273934], [30.0858505, 35.1290987], [30.0857031, 35.1290317], [30.0855408, 35.1294375], [30.0853921, 35.1298092], [30.0835701, 35.1307018], [30.0837313, 35.131114], [30.0835947, 35.1316045], [30.0835653, 35.1322369], [30.0835181, 35.1324746], [30.083137, 35.1327537], [30.0821919, 35.1323093], [30.0820077, 35.1322227], [30.0819176, 35.1321134], [30.0823535, 35.1308095], [30.08089, 35.1301395], [30.0804726, 35.1313674], [30.0786163, 35.1305686], [30.0790662, 35.1291846], [30.0792549, 35.1286039], [30.0801738, 35.1257769], [30.0802595, 35.1255132], [30.0824128, 35.1265955], [30.0825622, 35.1260756], [30.0826983, 35.1258886], [30.0828553, 35.125792], [30.0838176, 35.1253238], [30.084002, 35.1252946]]]"
1160,"[[[32.8519166, 35.2425455], [32.8520786, 35.2427172], [32.8529108, 35.2431134], [32.8521987, 35.244997], [32.8516005, 35.2463444], [32.8509355, 35.2480545], [32.8502438, 35.2485645], [32.8496043, 35.24931], [32.8491012, 35.2497506], [32.8484314, 35.2498629], [32.8478256, 35.2499551], [32.8472482, 35.2495674], [32.8469451, 35.2494691], [32.8465081, 35.2493893], [32.8459071, 35.2490111], [32.8458405, 35.2474719], [32.8456231, 35.2474438], [32.8456303, 35.2472405], [32.8451915, 35.2471276], [32.8447415, 35.2465648], [32.8456093, 35.2452723], [32.8465033, 35.2443148], [32.846891, 35.2440244], [32.8477868, 35.2434085], [32.8486551, 35.2430262], [32.8495211, 35.2427872], [32.8500925, 35.2427262], [32.8512083, 35.2426294], [32.8519166, 35.2425455]]]"
