סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
539 ,רומאנה ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,1326 ,126 ,338 ,617 ,120 ,77 ,48
540 ,ריחאניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1326 ,101 ,254 ,534 ,162 ,118 ,157
541 ,ג'סר א-זרקא ,32 ,חדרה ,32 ,חדרה ,0 , ,15908 ,1645 ,4407 ,6771 ,1587 ,853 ,645
542 ,ריינה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,17675 ,1410 ,3902 ,7459 ,2017 ,1504 ,1383
543 ,ראמה ,24 ,עכו ,20 ,כרמיאל ,0 , ,8733 ,528 ,1614 ,3494 ,1080 ,817 ,1200
546 ,עין אל-אסד ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,967 ,67 ,197 ,404 ,132 ,85 ,82
547 ,טמרה )יזרעאל( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1728 ,149 ,440 ,720 ,203 ,102 ,114
549 ,גנות הדר ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1019 ,45 ,209 ,349 ,163 ,117 ,136
553 ,ניר בנים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,788 ,43 ,167 ,262 ,92 ,107 ,117
555 ,שדמה ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,507 ,21 ,93 ,166 ,74 ,64 ,89
559 ,בוסתן הגליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1114 ,90 ,277 ,384 ,141 ,83 ,139
562 ,בית אלעזרי ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1616 ,102 ,409 ,500 ,258 ,114 ,233
563 ,משמר דוד ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1478 ,114 ,576 ,419 ,240 ,45 ,84
564 ,רבדים ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,951 ,49 ,246 ,263 ,165 ,82 ,146
565 ,אזור ,53 ,חולון ,53 ,חולון ,0 , ,13778 ,1061 ,2624 ,4555 ,1742 ,1207 ,2589
566 ,גבעת שמש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,10 ,0 ,0 ,3 ,1 ,0 ,6
567 ,צרעה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1246 ,66 ,193 ,333 ,223 ,90 ,341
570 ,מעונה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,961 ,62 ,207 ,332 ,135 ,86 ,139
571 ,בית גמליאל ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1098 ,84 ,262 ,365 ,134 ,72 ,181
572 ,בית העמק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,788 ,58 ,158 ,244 ,80 ,80 ,168
573 ,מבקיעים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,576 ,77 ,94 ,252 ,50 ,46 ,57
574 ,גשר הזיו ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1767 ,61 ,402 ,584 ,321 ,193 ,206
575 ,יסעור ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,974 ,73 ,286 ,281 ,154 ,65 ,115
576 ,כברי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1261 ,76 ,288 ,359 ,188 ,107 ,243
577 ,יד בנימין ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,4471 ,444 ,1483 ,1622 ,529 ,208 ,185
578 ,סאסא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,546 ,31 ,72 ,175 ,65 ,49 ,154
579 ,כפר ראש הנקרה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1536 ,64 ,339 ,489 ,248 ,163 ,233
580 ,כרם מהר"ל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1013 ,64 ,248 ,301 ,163 ,92 ,145
582 ,כפר הנגיד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1049 ,85 ,186 ,353 ,142 ,104 ,179
584 ,זיקים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1152 ,93 ,235 ,382 ,163 ,97 ,182
585 ,לביא ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,732 ,68 ,160 ,281 ,67 ,39 ,117
586 ,מגידו ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,997 ,42 ,248 ,289 ,186 ,99 ,133
587 ,סביון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,5305 ,190 ,997 ,1403 ,772 ,689 ,1254
588 ,בני ראם ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1382 ,110 ,345 ,492 ,192 ,103 ,140
589 ,בצת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,677 ,76 ,150 ,240 ,73 ,46 ,92
590 ,נווה אור ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,517 ,35 ,109 ,178 ,54 ,42 ,99
591 ,עשרת ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,1103 ,39 ,194 ,337 ,135 ,183 ,215
592 ,בני דרום ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1038 ,111 ,348 ,333 ,118 ,44 ,84
593 ,ערוגות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1015 ,62 ,261 ,312 ,158 ,75 ,147
594 ,צפריה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1017 ,113 ,333 ,316 ,121 ,27 ,107
595 ,לוחמי הגיטאות ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,967 ,96 ,249 ,324 ,98 ,50 ,150
596 ,מלכיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,572 ,30 ,96 ,167 ,95 ,57 ,127
597 ,פלמחים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,878 ,62 ,161 ,305 ,125 ,90 ,135
598 ,בית קמה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1173 ,50 ,330 ,363 ,243 ,81 ,106
599 ,פרוד ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,733 ,57 ,212 ,208 ,85 ,57 ,114
602 ,נירים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,594 ,41 ,108 ,205 ,71 ,42 ,127
603 ,אלקוש ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,288 ,8 ,34 ,104 ,36 ,41 ,65
604 ,בית עריף ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1056 ,90 ,200 ,363 ,124 ,135 ,144
605 ,כפר שמאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,608 ,56 ,205 ,171 ,62 ,47 ,67
606 ,מזור ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1189 ,49 ,267 ,389 ,176 ,131 ,177
607 ,מירון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,891 ,111 ,236 ,296 ,89 ,52 ,107
609 ,כפר חושן ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,932 ,72 ,238 ,320 ,107 ,95 ,100
610 ,סתריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1120 ,78 ,239 ,324 ,169 ,115 ,195
612 ,צרופה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1095 ,92 ,239 ,396 ,137 ,98 ,133
613 ,ציפורי ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1036 ,83 ,249 ,346 ,135 ,84 ,139
614 ,שומרה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,426 ,39 ,74 ,151 ,48 ,50 ,64
615 ,קדרון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1699 ,79 ,386 ,539 ,267 ,183 ,245
616 ,רינתיה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1066 ,81 ,277 ,329 ,157 ,69 ,153
617 ,ברקאי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,731 ,29 ,155 ,214 ,105 ,79 ,149
618 ,חדיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,998 ,96 ,239 ,324 ,124 ,84 ,131
619 ,בית גוברין ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,474 ,31 ,129 ,128 ,85 ,48 ,53
620 ,משואות יצחק ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,703 ,71 ,177 ,227 ,58 ,44 ,126
622 ,עין צורים ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,847 ,99 ,247 ,296 ,61 ,31 ,113
623 ,יראון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,516 ,30 ,84 ,183 ,66 ,39 ,114
627 ,ג'לג'וליה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,11250 ,1103 ,2767 ,4724 ,1197 ,751 ,708
628 ,ג'ת ,32 ,חדרה ,32 ,חדרה ,0 , ,13150 ,1224 ,2938 ,5508 ,1328 ,1102 ,1050
633 ,כפר ברא ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,4327 ,507 ,1090 ,1860 ,414 ,262 ,194
634 ,כפר קאסם ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,26480 ,2703 ,6474 ,11344 ,2718 ,1810 ,1431
635 ,מוקייבלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,4612 ,533 ,1162 ,1946 ,467 ,281 ,223
636 ,צנדלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1971 ,170 ,436 ,819 ,190 ,170 ,186
637 ,ערערה ,32 ,חדרה ,32 ,חדרה ,0 , ,21505 ,1878 ,4914 ,8853 ,2556 ,1688 ,1616
638 ,קלנסווה ,41 ,השרון ,41 ,נתניה ,0 , ,24895 ,2426 ,6321 ,10544 ,2489 ,1705 ,1410
648 ,מצר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,567 ,39 ,84 ,178 ,63 ,58 ,145
649 ,מייסר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,2187 ,191 ,530 ,892 ,269 ,150 ,155
652 ,אבטין ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2973 ,282 ,699 ,1245 ,313 ,234 ,200
654 ,כפר קרע ,32 ,חדרה ,32 ,חדרה ,0 , ,20970 ,1909 ,4724 ,8821 ,2318 ,1644 ,1554
658 ,שייח' דנון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,3120 ,277 ,673 ,1367 ,367 ,229 ,207
661 ,שער אפרים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2076 ,133 ,529 ,680 ,355 ,206 ,173
662 ,חוסן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1254 ,108 ,315 ,428 ,162 ,120 ,121
663 ,טירת יהודה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1251 ,97 ,317 ,423 ,172 ,94 ,148
664 ,כרם בן זמרה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,643 ,57 ,160 ,229 ,55 ,61 ,81
665 ,תקומה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,846 ,80 ,237 ,293 ,98 ,34 ,104
666 ,עומר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9107 ,404 ,1947 ,2682 ,1322 ,815 ,1937
667 ,ברעם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,758 ,44 ,126 ,254 ,101 ,72 ,161
668 ,מפלסים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1001 ,66 ,156 ,403 ,105 ,106 ,165
670 ,משמר איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,628 ,46 ,170 ,196 ,82 ,39 ,95
672 ,בית נקופה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,711 ,62 ,150 ,239 ,72 ,65 ,123
673 ,כפר טרומן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,849 ,68 ,182 ,276 ,110 ,93 ,120
674 ,לימן ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,882 ,50 ,184 ,325 ,129 ,78 ,116
675 ,הבונים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,458 ,27 ,101 ,125 ,61 ,35 ,109
676 ,עין השלושה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,403 ,33 ,59 ,137 ,38 ,39 ,97
677 ,הסוללים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1061 ,85 ,210 ,341 ,130 ,129 ,166
678 ,מעגן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,459 ,42 ,79 ,164 ,45 ,33 ,96
679 ,אביאל ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,856 ,57 ,242 ,272 ,135 ,62 ,88
680 ,אומץ ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,807 ,50 ,204 ,256 ,125 ,76 ,96
681 ,גבעת שמואל ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,30372 ,2694 ,6873 ,10698 ,3581 ,2044 ,4482
682 ,אליקים ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,909 ,78 ,212 ,301 ,95 ,82 ,141
683 ,גבע כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1062 ,67 ,258 ,349 ,161 ,88 ,139
684 ,היוגב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,994 ,100 ,268 ,325 ,88 ,42 ,171
685 ,בניה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,884 ,55 ,221 ,275 ,104 ,82 ,147
686 ,נווה ימין ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1273 ,98 ,214 ,436 ,169 ,126 ,230
687 ,עין איילה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1196 ,80 ,294 ,404 ,191 ,110 ,117
688 ,עלמה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,900 ,82 ,225 ,342 ,100 ,74 ,77
689 ,מגדים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1226 ,91 ,277 ,402 ,180 ,99 ,177
690 ,כפר אחים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,825 ,69 ,214 ,268 ,98 ,64 ,112
692 ,שפיר ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,957 ,96 ,294 ,305 ,122 ,54 ,86
693 ,נתיב הל"ה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,719 ,53 ,130 ,229 ,101 ,103 ,103
694 ,מעגן מיכאל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,2417 ,176 ,467 ,928 ,264 ,197 ,385
695 ,מגן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,629 ,42 ,102 ,211 ,71 ,53 ,150
696 ,כפר חב"ד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,8009 ,1022 ,2489 ,2817 ,626 ,390 ,665
697 ,בארותיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1134 ,69 ,280 ,354 ,214 ,78 ,139
698 ,בורגתה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1207 ,73 ,260 ,394 ,183 ,119 ,178
699 ,ניר ישראל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,904 ,54 ,224 ,289 ,142 ,52 ,143
700 ,חצב ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1360 ,101 ,346 ,456 ,157 ,125 ,175
701 ,ארבל ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,757 ,57 ,195 ,236 ,116 ,48 ,105
702 ,האון ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,196 ,8 ,14 ,84 ,23 ,16 ,51
703 ,גבעת עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,579 ,37 ,83 ,169 ,75 ,68 ,147
705 ,נחשונים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,553 ,34 ,127 ,154 ,84 ,52 ,102
706 ,גיאה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,867 ,65 ,215 ,254 ,128 ,60 ,145
707 ,כפר דניאל ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,681 ,14 ,157 ,205 ,138 ,70 ,97
708 ,עמקה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,930 ,91 ,216 ,308 ,106 ,78 ,131
709 ,תפרח ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,2284 ,319 ,840 ,712 ,173 ,82 ,158
710 ,בית זית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1507 ,96 ,268 ,496 ,174 ,176 ,297
711 ,עזריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1219 ,111 ,293 ,420 ,157 ,91 ,147
712 ,בן עמי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,826 ,68 ,190 ,266 ,90 ,87 ,125
713 ,רעים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,516 ,32 ,95 ,161 ,77 ,46 ,105
714 ,ארז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,688 ,58 ,122 ,279 ,77 ,54 ,98
715 ,להבות חביבה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1043 ,60 ,300 ,287 ,212 ,84 ,100
716 ,אייל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,626 ,56 ,140 ,214 ,60 ,50 ,106
717 ,חגור ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1043 ,63 ,229 ,328 ,172 ,101 ,150
718 ,ירחיב ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1178 ,96 ,227 ,449 ,117 ,158 ,131
719 ,תל קציר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,579 ,53 ,145 ,187 ,62 ,33 ,99
720 ,ניר גלים ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1234 ,104 ,423 ,412 ,136 ,53 ,106
721 ,שדה אילן ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,761 ,88 ,238 ,242 ,81 ,20 ,92
722 ,מגשימים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,946 ,77 ,174 ,292 ,132 ,86 ,185
723 ,בית הגדי ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,914 ,88 ,230 ,338 ,73 ,86 ,99
726 ,הודיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,825 ,71 ,214 ,253 ,108 ,52 ,127
727 ,תלמי יחיאל ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,919 ,60 ,210 ,327 ,124 ,88 ,110
729 ,משמר השבעה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,981 ,72 ,187 ,302 ,134 ,103 ,183
730 ,אליפלט ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,763 ,62 ,177 ,281 ,72 ,64 ,107
731 ,מישר ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,727 ,39 ,199 ,205 ,113 ,54 ,117
732 ,משמר הירדן ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,887 ,80 ,204 ,330 ,91 ,69 ,113
734 ,גן יאשיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,971 ,64 ,223 ,315 ,141 ,105 ,123
735 ,רמות מאיר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,765 ,36 ,179 ,211 ,129 ,91 ,119
736 ,גילת ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1645 ,128 ,400 ,603 ,206 ,127 ,181
737 ,עולש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1183 ,97 ,300 ,379 ,161 ,110 ,136
738 ,דור ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,423 ,55 ,82 ,158 ,24 ,33 ,71
739 ,שדה עוזיהו ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1536 ,143 ,368 ,558 ,148 ,138 ,181
740 ,אשתאול ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1082 ,76 ,253 ,396 ,126 ,82 ,149
741 ,שואבה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,606 ,27 ,113 ,191 ,85 ,81 ,109
742 ,מסילת ציון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1001 ,66 ,210 ,366 ,127 ,110 ,122
743 ,כפר שמואל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,922 ,74 ,234 ,290 ,147 ,52 ,125
744 ,תלמי יפה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,719 ,27 ,155 ,239 ,129 ,85 ,84
745 ,גמזו ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1157 ,126 ,328 ,362 ,142 ,70 ,129
746 ,ברכיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1232 ,128 ,316 ,437 ,112 ,102 ,137
747 ,בית שקמה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,871 ,83 ,203 ,299 ,99 ,56 ,131
748 ,מסלול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,916 ,91 ,234 ,325 ,133 ,55 ,78
749 ,פטיש ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1047 ,100 ,260 ,375 ,93 ,92 ,127
750 ,פדויים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,473 ,34 ,89 ,181 ,52 ,54 ,63
751 ,בית מאיר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,473 ,54 ,94 ,185 ,40 ,31 ,69
752 ,תעוז ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,661 ,58 ,165 ,202 ,82 ,46 ,108
753 ,ינוב ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,876 ,63 ,182 ,285 ,113 ,79 ,154
755 ,גורן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,465 ,30 ,75 ,164 ,50 ,60 ,86
756 ,בית עזרא ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1103 ,76 ,211 ,375 ,136 ,131 ,174
757 ,מצליח ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1381 ,128 ,283 ,496 ,125 ,146 ,203
758 ,יד חנה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1076 ,77 ,359 ,297 ,196 ,46 ,101
759 ,יציץ ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,851 ,89 ,173 ,286 ,96 ,86 ,121
760 ,בן זכאי ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,867 ,79 ,186 ,311 ,99 ,94 ,98
761 ,שובה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,914 ,115 ,299 ,301 ,81 ,46 ,72
762 ,בטחה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,851 ,56 ,178 ,301 ,105 ,103 ,108
763 ,שתולים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,2082 ,178 ,411 ,790 ,235 ,247 ,221
764 ,כפר מרדכי ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,684 ,31 ,187 ,190 ,96 ,60 ,120
765 ,משגב דב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,768 ,43 ,193 ,231 ,133 ,64 ,104
766 ,קוממיות ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,514 ,58 ,183 ,136 ,28 ,33 ,76
767 ,פורת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1384 ,130 ,311 ,486 ,164 ,152 ,141
768 ,כרמיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,729 ,60 ,178 ,256 ,96 ,53 ,86
769 ,ניר עציון ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,704 ,101 ,169 ,265 ,49 ,51 ,69
771 ,מבוא ביתר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1139 ,88 ,329 ,349 ,161 ,74 ,138
772 ,אמונים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1018 ,67 ,232 ,320 ,152 ,108 ,139
773 ,עמיקם ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,780 ,41 ,169 ,284 ,114 ,83 ,89
774 ,צוריאל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,477 ,45 ,89 ,176 ,54 ,55 ,58
775 ,יד נתן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,600 ,35 ,142 ,187 ,95 ,49 ,92
776 ,מחסיה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,519 ,51 ,138 ,178 ,47 ,32 ,73
777 ,נחשון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,719 ,54 ,144 ,215 ,86 ,67 ,153
778 ,תרום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,943 ,58 ,272 ,324 ,133 ,59 ,97
779 ,עמינדב ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,907 ,68 ,179 ,294 ,136 ,79 ,151
780 ,אורה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1211 ,108 ,230 ,457 ,143 ,121 ,152
783 ,אבן ספיר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,704 ,44 ,146 ,228 ,99 ,71 ,116
784 ,בית נחמיה ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,921 ,68 ,181 ,284 ,137 ,113 ,138
785 ,אחיהוד ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1061 ,113 ,209 ,410 ,115 ,104 ,110
786 ,כפר זיתים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,727 ,63 ,187 ,241 ,60 ,68 ,108
787 ,גבעת יערים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1252 ,91 ,239 ,449 ,138 ,148 ,187
788 ,זיתן ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1094 ,75 ,211 ,403 ,132 ,100 ,173
789 ,רנן ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,696 ,56 ,169 ,250 ,86 ,52 ,83
791 ,משען ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,974 ,66 ,211 ,335 ,115 ,112 ,135
792 ,נתיב השיירה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,537 ,34 ,100 ,187 ,54 ,56 ,106
793 ,גבעתי ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1018 ,97 ,257 ,337 ,117 ,82 ,128
