id_binyan,t_sug_mivne,ms_komot,gova_simplex_2019,max_height,min_height,shem_mivne,t_amudim,id_binyan_orig,UniqueId,year
30888,מבנה רגיל,4.0,19.55,28.32,8.77, ,כן,73419,513-30888,1936.0
30889,מבנה רגיל,4.0,16.11,22.5,6.39, ,לא,130302,513-30889,1937.0
30890,מבנה רגיל,4.0,17.59,24.32,6.73, ,לא,76684,513-30890,1938.0
30891,מבנה רגיל,4.0,15.76,24.49,8.73, ,כן,76682,513-30891,1938.0
30892,מבנה רגיל,3.0,16.94,25.77,8.83, ,כן,73421,513-30892,1939.0
30893,מבנה רגיל,4.0,16.14,23.97,7.83, ,כן,76582,513-30893,1958.0
30894,מבנה רגיל,4.0,18.8,25.4,6.6, ,כן,76680,513-30894,1938.0
30895,מבנה רגיל,3.0,17.14,24.45,7.31, ,לא,77045,513-30895,1939.0
30896,מבנה רגיל,4.0,15.92,23.74,7.82, ,כן,69757,513-30896,1954.0
30897,מבנה רגיל,4.0,17.18,27.2,10.02, ,כן,77923,513-30897,1947.0
30898,מבנה רגיל,3.0,16.32,25.5,9.18, ,לא,73423,513-30898,1940.0
30899,מבנה רגיל,4.0,19.15,25.21,6.06, ,קיימת קומה מפולשת,76584,513-30899,1955.0
30900,מבנה רגיל,3.0,17.8,23.45,5.65, ,לא,77038,513-30900,1938.0
30901,מבנה רגיל,3.0,18.54,24.6,6.06, ,לא,77047,513-30901,1953.0
30902,מבנה רגיל,4.0,18.98,26.35,7.37, ,כן,76691,513-30902,1940.0
30903,מבנה רגיל,4.0,21.82,30.36,8.54, ,כן,74595,513-30903,1937.0
30904,מבנה רגיל,3.0,19.01,25.86,6.85, ,לא,76586,513-30904,1938.0
30905,מבנה רגיל,3.0,16.02,23.17,7.15, ,לא,77040,513-30905,1938.0
30906,מבנה רגיל,4.0,18.52,27.04,8.52, ,כן,73425,513-30906,1948.0
30907,מבנה רגיל,3.0,19.73,26.1,6.37, ,לא,77049,513-30907,1947.0
30908,מבנה רגיל,4.0,16.09,26.84,10.75, ,כן,74593,513-30908,1951.0
30909,מבנה רגיל,4.0,17.8,25.41,7.61, ,כן,76693,513-30909,1946.0
30910,מבנה רגיל,3.0,16.3,23.94,7.64, ,לא,73430,513-30910,1938.0
30911,מבנה רגיל,4.0,18.4,25.51,7.11, ,כן,77042,513-30911,1941.0
30912,מבנה רגיל,3.0,16.51,23.73,7.22, ,לא,76585,513-30912,1937.0
30913,מבנה ציבור,1.0,9.82,17.03,7.21, ,לא,50089,513-30913,
30914,מבנה רגיל,3.0,16.52,22.48,5.96, ,לא,77052,513-30914,1937.0
30915,מבנה רגיל,2.0,15.15,21.09,5.94, ,לא,76543,513-30915,1949.0
30916,מבנה רגיל,4.0,17.09,23.52,6.43, ,כן,76550,513-30916,1948.0
30917,מבנה רגיל,4.0,21.07,25.91,4.84, ,כן,76501,513-30917,1948.0
30918,מבנה רגיל,3.0,17.96,24.27,6.31, ,לא,77054,513-30918,1937.0
30919,מבנה רגיל,3.0,18.75,25.64,6.89, ,לא,130300,513-30919,1937.0
30920,מבנה רגיל,4.0,18.85,25.73,6.88, ,כן,76502,513-30920,1947.0
30921,מבנה רגיל,3.0,15.71,22.55,6.84, ,לא,77056,513-30921,1937.0
30922,מבנה רגיל,4.0,17.78,24.3,6.52, ,כן,76553,513-30922,1952.0
30923,מבנה רגיל,3.0,15.88,23.41,7.53, ,לא,76522,513-30923,1936.0
30924,מבנה רגיל,4.0,17.97,24.75,6.78, ,כן,76549,513-30924,1946.0
30925,מבנה רגיל,3.0,16.57,23.76,7.19, ,לא,76521,513-30925,1937.0
30926,מבנה רגיל,3.0,19.64,26.44,6.8, ,לא,76519,513-30926,1938.0
30927,מבנה רגיל,3.0,19.68,26.62,6.94, ,לא,76517,513-30927,1934.0
30928,מבנה רגיל,4.0,16.81,23.26,6.45, ,כן,74567,513-30928,1954.0
30929,מבנה רגיל,4.0,17.96,25.38,7.42, ,קיימת קומה מפולשת,74582,513-30929,1947.0
30930,מבנה רגיל,4.0,17.1,23.34,6.24, ,כן,76546,513-30930,1953.0
30931,מבנה רגיל,4.0,17.3,23.06,5.76, ,כן,76539,513-30931,1952.0
30932,מבנה רגיל,4.0,20.0,25.65,5.65, ,כן,76497,513-30932,1951.0
30933,מבנה רגיל,4.0,18.32,25.46,7.14, ,לא,72949,513-30933,1939.0
30934,מבנה רגיל,4.0,18.18,24.97,6.79, ,כן,77050,513-30934,1941.0
30935,מבנה רגיל,3.0,17.59,23.64,6.05, ,לא,76548,513-30935,1935.0
30937,מבנה רגיל,4.0,17.86,23.41,5.55, ,כן,76499,513-30937,1961.0
30938,מבנה רגיל,3.0,11.19,30.26,19.07, ,לא,77051,513-30938,1938.0
30939,מבנה רגיל,3.0,17.61,27.04,9.43, ,לא,50524,513-30939,1939.0
30940,מבנה רגיל,3.0,13.47,23.01,9.54, ,לא,77055,513-30940,1945.0
30941,מבנה רגיל,5.0,21.11,29.88,8.77, ,לא,74591,513-30941,1997.0
30942,מבנה רגיל,3.0,21.15,29.72,8.57, ,לא,77053,513-30942,1934.0
30943,מבנה רגיל,4.0,13.58,24.79,11.21, ,כן,77046,513-30943,1953.0
30945,מבנה רגיל,4.0,16.66,23.53,6.87, ,כן,76537,513-30945,1940.0
30946,מבנה רגיל,4.0,18.52,25.79,7.27, ,כן,74584,513-30946,1948.0
30947,מבנה רגיל,3.0,15.97,22.92,6.95, ,לא,77048,513-30947,1938.0
30948,מבנה רגיל,4.0,16.78,23.89,7.11, ,קיימת קומה מפולשת,76696,513-30948,1940.0
30949,מבנה רגיל,4.0,18.52,26.5,7.98, ,כן,73432,513-30949,1953.0
30950,מבנה רגיל,4.0,18.09,25.08,6.99, ,כן,77044,513-30950,1948.0
30951,מבנה רגיל,5.0,13.52,24.33,10.81, ,לא,130299,513-30951,1950.0
30952,מבנה רגיל,4.0,18.52,26.19,7.67, ,לא,76698,513-30952,1938.0
30953,מבנה רגיל,4.0,17.88,25.55,7.67, ,לא,74564,513-30953,1949.0
30954,מבנה רגיל,5.0,20.1,35.8,15.7, ,לא,69607,513-30954,1952.0
30956,מבנה רגיל,1.0,28.17,38.82,10.65, ,לא,76752,513-30956,1943.0
30957,מבנה רגיל,1.0,15.18,24.21,9.03, ,לא,56428,513-30957,
30958,מבנה רגיל,3.0,18.87,29.54,10.67, ,כן,56287,513-30958,
30959,מבנה רגיל,3.0,13.46,27.58,14.12, ,כן,69067,513-30959,1961.0
30962,מבנה רגיל,4.0,13.32,28.67,15.35, ,לא,69060,513-30962,1940.0
30963,מבנה רגיל,4.0,8.44,27.94,19.5, ,לא,69062,513-30963,1940.0
30964,מבנה רגיל,4.0,18.54,32.34,13.8, ,קיימת קומה מפולשת,69057,513-30964,1934.0
30965,מבנה רגיל,4.0,20.72,32.97,12.25, ,כן,69059,513-30965,1996.0
30966,מבנה רגיל,4.0,15.58,29.56,13.98, ,קיימת קומה מפולשת,69049,513-30966,1940.0
30967,מבנה רגיל,4.0,11.09,24.84,13.75, ,לא,77652,513-30967,1940.0
30968,מבנה רגיל,4.0,21.68,31.72,10.04, ,קיימת קומה מפולשת,77655,513-30968,1964.0
30969,מבנה רגיל,4.0,15.15,25.31,10.16, ,קיימת קומה מפולשת,130323,513-30969,1935.0
30970,מבנה רגיל,3.0,15.21,24.79,9.58, ,לא,77651,513-30970,1938.0
30971,מבנה רגיל,3.0,16.22,25.49,9.27, ,לא,77653,513-30971,1934.0
30972,מבנה רגיל,4.0,16.31,26.26,9.95, ,לא,65600,513-30972,1933.0
30973,מבנה רגיל,5.0,13.08,27.82,14.74, ,קיימת קומה מפולשת,65599,513-30973,1961.0
30975,מבנה רגיל,4.0,20.75,30.24,9.49, ,כן,65596,513-30975,1998.0
30976,מבנה רגיל,4.0,19.08,29.77,10.69, ,לא,130052,513-30976,1940.0
30977,מבנה רגיל,4.0,17.63,27.79,10.16, ,קיימת קומה מפולשת,65592,513-30977,1954.0
30978,מבנה רגיל,3.0,15.42,25.25,9.83, ,לא,65594,513-30978,1941.0
30979,מבנה רגיל,3.0,4.9,24.01,19.11, ,לא,72879,513-30979,1946.0
30980,מבנה רגיל,4.0,18.56,25.59,7.03, ,לא,72881,513-30980,1947.0
30981,מבנה רגיל,4.0,17.5,29.1,11.6, ,קיימת קומה מפולשת,69047,513-30981,1959.0
30982,מבנה רגיל,4.0,19.85,30.25,10.4, ,קיימת קומה מפולשת,66046,513-30982,1959.0
30984,מבנה רגיל,6.0,21.73,37.45,15.72, ,קיימת קומה מפולשת,77378,513-30984,1956.0
30985,מבנה רגיל,6.0,27.04,38.94,11.9, ,קיימת קומה מפולשת,77380,513-30985,1956.0
30988,מבנה רגיל,1.0,71.32,86.56,15.24, ,לא,56617,513-30988,
30989,מבנה רגיל,18.0,64.44,78.78,14.34,בית המרכז החקלאי,לא,94834,513-30989,1962.0
30990,מבנה רגיל,18.0,64.37,78.32,13.95,בית אמות משפט,לא,87966,513-30990,1971.0
30992,מבנה רגיל,3.0,15.22,25.18,9.96, ,לא,79054,513-30992,1938.0
30993,מבנה רגיל,3.0,16.71,26.83,10.12, ,לא,79051,513-30993,1944.0
30996,מבנה רגיל,5.0,19.2,28.65,9.45, ,קיימת קומה מפולשת,69203,513-30996,1950.0
30998,מבנה רגיל,3.0,7.42,26.47,19.05, ,לא,69076,513-30998,1939.0
30999,מבנה רגיל,3.0,15.36,26.83,11.47, ,כן,69074,513-30999,1940.0
31000,מבנה רגיל,4.0,15.62,26.03,10.41, ,לא,65602,513-31000,1946.0
31002,מבנה רגיל,4.0,15.94,26.69,10.75, ,לא,78979,513-31002,1939.0
31003,מבנה רגיל,3.0,15.98,26.51,10.53, ,לא,65604,513-31003,1945.0
31004,מבנה רגיל,3.0,18.95,30.29,11.34, ,לא,78981,513-31004,1943.0
31005,מבנה רגיל,4.0,16.68,31.27,14.59, ,קיימת קומה מפולשת,77143,513-31005,1945.0
31006,מבנה רגיל,4.0,17.53,31.92,14.39, ,לא,77144,513-31006,1946.0
31007,מבנה רגיל,6.0,26.23,37.56,11.33, ,קיימת קומה מפולשת,76750,513-31007,1952.0
31008,מבנה רגיל,6.0,26.2,37.41,11.21, ,קיימת קומה מפולשת,56758,513-31008,1952.0
31009,מבנה רגיל,6.0,27.68,39.13,11.45, ,קיימת קומה מפולשת,76747,513-31009,1952.0
31010,מבנה רגיל,4.0,18.94,32.93,13.99, ,קיימת קומה מפולשת,77372,513-31010,1952.0
31011,מבנה רגיל,5.0,19.13,32.94,13.81, ,קיימת קומה מפולשת,77374,513-31011,1955.0
31012,מבנה רגיל,3.0,18.27,34.63,16.36, ,קיימת קומה מפולשת,77376,513-31012,1951.0
31013,מבנה רגיל,5.0,22.44,35.72,13.28, ,לא,77692,513-31013,1939.0
31014,מבנה רגיל,4.0,21.32,34.3,12.98, ,לא,77693,513-31014,1946.0
31015,מבנה רגיל,4.0,18.18,31.11,12.93, ,קיימת קומה מפולשת,81157,513-31015,1962.0
31016,מבנה רגיל,4.0,17.93,31.48,13.55, ,קיימת קומה מפולשת,81159,513-31016,1963.0
31017,מבנה רגיל,4.0,19.0,32.23,13.23, ,קיימת קומה מפולשת,81161,513-31017,1952.0
31018,מבנה רגיל,2.0,9.35,29.37,20.02, ,לא,73231,513-31018,1933.0
31020,מבנה רגיל,4.0,16.69,32.46,15.77, ,קיימת קומה מפולשת,81153,513-31020,1948.0
31021,מבנה רגיל,4.0,17.9,31.25,13.35, ,קיימת קומה מפולשת,81155,513-31021,1963.0
31022,מבנה רגיל,4.0,19.2,36.35,17.15, ,כן,77252,513-31022,1993.0
31023,מבנה רגיל,4.0,7.22,36.22,29.0, ,כן,77254,513-31023,1989.0
31024,מבנה רגיל,5.0,21.27,41.32,20.05, ,קיימת קומה מפולשת,77244,513-31024,1988.0
31027,מבנה רגיל,4.0,19.56,33.58,14.02, ,קיימת קומה מפולשת,81149,513-31027,1973.0
31034,מבנה רגיל,4.0,18.09,34.87,16.78, ,קיימת קומה מפולשת,73222,513-31034,1951.0
31035,מבנה רגיל,4.0,17.55,34.34,16.79, ,קיימת קומה מפולשת,73224,513-31035,1951.0
31036,מבנה רגיל,4.0,12.44,35.76,23.32, ,קיימת קומה מפולשת,77297,513-31036,1947.0
31037,מבנה רגיל,4.0,17.98,36.28,18.3, ,קיימת קומה מפולשת,77299,513-31037,1962.0
31038,מבנה רגיל,4.0,16.6,35.05,18.45, ,קיימת קומה מפולשת,79562,513-31038,1955.0
31039,מבנה רגיל,4.0,13.43,33.47,20.04, ,לא,78999,513-31039,1937.0
31040,מבנה רגיל,3.0,12.33,33.01,20.68, ,לא,77154,513-31040,1945.0
31041,מבנה רגיל,5.0,18.84,34.62,15.78, ,קיימת קומה מפולשת,77155,513-31041,1977.0
31042,מבנה רגיל,4.0,7.43,32.7,25.27, ,לא,79572,513-31042,1938.0
31043,מבנה רגיל,4.0,17.75,34.09,16.34, ,לא,79571,513-31043,1940.0
31044,מבנה רגיל,3.0,20.14,37.56,17.42, ,לא,79575,513-31044,1940.0
31045,מבנה רגיל,3.0,19.36,37.63,18.27, ,לא,79574,513-31045,1940.0
31046,מבנה רגיל,3.0,20.1,33.71,13.61, ,כן,77188,513-31046,1956.0
31047,מבנה רגיל,5.0,17.92,33.7,15.78, ,קיימת קומה מפולשת,56332,513-31047,
31048,מבנה רגיל,4.0,20.39,34.76,14.37, ,לא,79578,513-31048,1966.0
31049,מבנה רגיל,4.0,20.4,33.44,13.04, ,קיימת קומה מפולשת,79580,513-31049,1952.0
31050,מבנה רגיל,5.0,18.58,32.68,14.1, ,קיימת קומה מפולשת,77381,513-31050,1950.0
31051,מבנה רגיל,5.0,17.53,35.44,17.91, ,קיימת קומה מפולשת,77382,513-31051,1953.0
31052,מבנה רגיל,6.0,27.22,39.49,12.27, ,קיימת קומה מפולשת,69609,513-31052,1951.0
31053,מבנה רגיל,4.0,17.92,30.69,12.77, ,קיימת קומה מפולשת,69608,513-31053,1951.0
31054,מבנה ציבור,4.0,5.14,41.49,36.35,המוסד לביטוח לאומי,לא,77178,513-31054,2019.0
31061,מבנה רגיל,3.0,16.74,32.72,15.98, ,כן,80458,513-31061,1951.0
31062,מבנה רגיל,3.0,15.14,31.98,16.84, ,כן,80460,513-31062,1951.0
31069,מבנה רגיל,4.0,15.92,37.26,21.34, ,כן,77468,513-31069,1958.0
31070,מבנה רגיל,4.0,15.55,37.08,21.53, ,כן,77470,513-31070,1958.0
31071,מבנה רגיל,4.0,17.24,31.67,14.43, ,קיימת קומה מפולשת,56756,513-31071,
31072,מבנה רגיל,4.0,17.44,31.99,14.55, ,קיימת קומה מפולשת,73181,513-31072,1956.0
31073,מבנה רגיל,4.0,14.81,31.83,17.02, ,קיימת קומה מפולשת,77411,513-31073,1957.0
31074,מבנה רגיל,1.0,17.45,36.72,19.27, ,לא,60878,513-31074,0.0
31075,מבנה רגיל,4.0,19.58,37.93,18.35, ,לא,73173,513-31075,1940.0
31077,מבנה רגיל,4.0,22.41,46.97,24.56, ,לא,72840,513-31077,1937.0
31078,מבנה רגיל,4.0,23.79,46.85,23.06, ,כן,72838,513-31078,1953.0
31080,מבנה רגיל,5.0,24.3,34.73,10.43, ,לא,73196,513-31080,1950.0
31081,מבנה רגיל,3.0,16.26,26.32,10.06, ,לא,79053,513-31081,1935.0
31082,מבנה רגיל,5.0,11.08,29.35,18.27, ,קיימת קומה מפולשת,81171,513-31082,1961.0
31083,מבנה רגיל,5.0,21.07,31.91,10.84, ,קיימת קומה מפולשת,81173,513-31083,1943.0
31084,מבנה רגיל,4.0,16.49,37.15,20.66, ,קיימת קומה מפולשת,77242,513-31084,1961.0
31085,מבנה רגיל,4.0,17.09,33.95,16.86, ,קיימת קומה מפולשת,79564,513-31085,1955.0
31086,מבנה רגיל,4.0,21.9,35.99,14.09, ,לא,79583,513-31086,1950.0
31087,מבנה רגיל,4.0,18.69,28.0,9.31, ,לא,69205,513-31087,1975.0
31104,מבנה רגיל,2.0,13.64,28.69,15.05,בית ציוני אמריקה,לא,80454,513-31104,1952.0
31106,מבנה רגיל,4.0,19.05,32.99,13.94, ,כן,142903,513-31106,0.0
31107,מבנה רגיל,4.0,17.21,40.01,22.8, ,כן,77462,513-31107,1953.0
31108,מבנה רגיל,3.0,14.17,31.6,17.43, ,לא,79577,513-31108,1935.0
31109,מבנה רגיל,4.0,16.84,26.04,9.2, ,קיימת קומה מפולשת,66055,513-31109,1960.0
31110,מבנה רגיל,4.0,22.64,32.94,10.3,מלון אופיר,לא,72867,513-31110,1935.0
31111,מבנה רגיל,4.0,18.36,26.37,8.01, ,קיימת קומה מפולשת,66053,513-31111,1949.0
31116,מבנה רגיל,4.0,20.99,39.32,18.33, ,כן,77567,513-31116,1982.0
31117,מבנה רגיל,3.0,18.69,31.74,13.05, ,כן,77603,513-31117,1949.0
31118,מבנה רגיל,4.0,19.37,36.98,17.61, ,כן,130321,513-31118,1971.0
31119,מבנה רגיל,3.0,15.86,33.04,17.18, ,לא,77563,513-31119,1936.0
31120,מבנה רגיל,4.0,17.89,33.45,15.56, ,קיימת קומה מפולשת,77561,513-31120,1948.0
31121,מבנה רגיל,4.0,16.45,29.34,12.89, ,לא,72865,513-31121,1938.0
31122,מבנה רגיל,4.0,15.21,26.29,11.08, ,קיימת קומה מפולשת,66057,513-31122,1957.0
31123,מבנה ארעי,1.0,18.8,30.6,11.8, ,לא,51066,513-31123,
31125,מבנה רגיל,3.0,15.13,29.95,14.82, ,לא,69598,513-31125,1935.0
31126,מבנה רגיל,3.0,14.98,28.95,13.97, ,לא,69599,513-31126,1935.0
31127,מבנה רגיל,4.0,18.34,33.18,14.84, ,קיימת קומה מפולשת,77166,513-31127,1948.0
31128,מבנה רגיל,4.0,13.37,32.26,18.89, ,קיימת קומה מפולשת,69605,513-31128,1950.0
31129,מבנה רגיל,4.0,18.58,32.64,14.06, ,קיימת קומה מפולשת,69604,513-31129,1948.0
31130,מבנה רגיל,5.0,24.12,38.53,14.41, ,כן,69603,513-31130,1993.0
31131,מבנה רגיל,4.0,16.45,30.63,14.18, ,לא,69601,513-31131,1958.0
31134,מבנה רגיל,4.0,15.04,32.48,17.44, ,לא,66034,513-31134,1962.0
31135,מבנה רגיל,1.0,12.28,25.45,13.17, ,לא,66030,513-31135,0.0
31136,מבנה רגיל,3.0,16.44,30.48,14.04, ,לא,66032,513-31136,1950.0
31137,מבנה רגיל,4.0,20.51,29.86,9.35, ,כן,65586,513-31137,1989.0
31138,מבנה רגיל,4.0,19.58,28.74,9.16, ,קיימת קומה מפולשת,130051,513-31138,1964.0
31139,מבנה רגיל,2.0,12.87,24.97,12.1, ,קיימת קומה מפולשת,65582,513-31139,1940.0
31140,מבנה רגיל,4.0,18.98,29.57,10.59, ,כן,65584,513-31140,1990.0
31141,מבנה רגיל,4.0,19.33,29.01,9.68, ,לא,65587,513-31141,1940.0
31142,מבנה רגיל,3.0,12.94,27.09,14.15, ,לא,65589,513-31142,1938.0
31143,מבנה רגיל,4.0,17.01,25.0,7.99, ,לא,65583,513-31143,1935.0
31144,מבנה רגיל,4.0,17.19,24.39,7.2, ,לא,65585,513-31144,1940.0
31145,מבנה רגיל,4.0,19.99,26.73,6.74, ,לא,72876,513-31145,1947.0
31146,מבנה רגיל,4.0,19.04,25.63,6.59, ,לא,72878,513-31146,1946.0
31147,מבנה רגיל,3.0,16.47,27.07,10.6, ,לא,69065,513-31147,1938.0
31148,מבנה רגיל,4.0,18.96,29.26,10.3, ,קיימת קומה מפולשת,69064,513-31148,1954.0
31149,מבנה רגיל,4.0,18.12,28.68,10.56, ,לא,78962,513-31149,1953.0
31150,מבנה ציבור,1.0,14.71,27.19,12.48,גן ילדים מעון ויצו,לא,66038,513-31150,1973.0
31151,מבנה ארעי,1.0,2.24,18.42,16.18, ,לא,51087,513-31151,
31152,מבנה ארעי,1.0,5.1,22.3,17.2, ,לא,51088,513-31152,
31153,מבנה רגיל,1.0,0.23,18.15,17.92, ,לא,51095,513-31153,
31154,מבנה רגיל,1.0,1.1,18.01,16.91, ,לא,51099,513-31154,
31155,מבנה רגיל,4.0,16.84,30.59,13.75, ,קיימת קומה מפולשת,69051,513-31155,1959.0
31156,מבנה רגיל,4.0,16.68,25.01,8.33, ,לא,72874,513-31156,1935.0
31157,מבנה רגיל,4.0,20.38,26.67,6.29, ,קיימת קומה מפולשת,65581,513-31157,1953.0
31158,מבנה רגיל,3.0,10.03,23.65,13.62, ,לא,65591,513-31158,1940.0
31159,מבנה רגיל,3.0,11.36,20.35,8.99, ,לא,65593,513-31159,1945.0
31160,מבנה רגיל,5.0,16.32,32.58,16.26, ,כן,77656,513-31160,1981.0
31161,מבנה רגיל,4.0,18.63,28.57,9.94, ,קיימת קומה מפולשת,77658,513-31161,1948.0
31162,מבנה רגיל,3.0,18.25,26.14,7.89, ,לא,130197,513-31162,1953.0
31164,מבנה רגיל,3.0,21.1,31.53,10.43, ,לא,77660,513-31164,1938.0
31165,מבנה רגיל,3.0,15.26,25.11,9.85, ,לא,69215,513-31165,1938.0
31166,מבנה רגיל,2.0,18.37,26.98,8.61, ,לא,69120,513-31166,1930.0
31167,מבנה רגיל,4.0,19.11,27.81,8.7, ,קיימת קומה מפולשת,66051,513-31167,1971.0
31168,מבנה רגיל,3.0,12.01,22.6,10.59, ,קיימת קומה מפולשת,69146,513-31168,1960.0
31169,מבנה רגיל,4.0,17.24,26.64,9.4, ,קיימת קומה מפולשת,66050,513-31169,1940.0
31170,מבנה רגיל,4.0,20.36,30.79,10.43, ,כן,66048,513-31170,1974.0
31171,מבנה רגיל,4.0,20.95,32.49,11.54, ,כן,66042,513-31171,1990.0
31172,מבנה ציבור,2.0,12.09,27.93,15.84,בית כנסת אבשלום,לא,66036,513-31172,1974.0
31173,מבנה רגיל,1.0,5.76,22.42,16.66, ,לא,142369,513-31173,0.0
31174,מבנה רגיל,4.0,18.6,28.58,9.98, ,לא,69199,513-31174,1981.0
31175,מבנה רגיל,4.0,18.73,33.13,14.4, ,כן,69044,513-31175,1988.0
31182,מבנה רגיל,4.0,72.61,87.33,14.72,בית לונדון מינסטור,לא,61006,513-31182,1966.0
31184,מבנה רגיל,5.0,17.8,30.16,12.36, ,לא,77113,513-31184,1936.0
31185,מבנה ציבור,1.0,2.32,32.59,30.27,מוזיאון תל אביב לאומנות,לא,51160,513-31185,1958.0
31186,מבנה ציבור,1.0,6.68,27.25,20.57, ,לא,142892,513-31186,
31187,מבנה ציבור,1.0,10.05,25.03,14.98, ,לא,85296,513-31187,
31188,מבנה ציבור,3.0,18.85,34.29,15.44,בית ספר לאומנות,לא,94827,513-31188,1900.0
31189,מבנה רגיל,4.0,19.3,29.19,9.89, ,לא,73363,513-31189,1939.0
31190,מבנה רגיל,4.0,14.1,28.92,14.82, ,לא,73365,513-31190,1937.0
31191,מבנה רגיל,3.0,16.23,26.08,9.85, ,לא,69218,513-31191,1938.0
31192,מבנה רגיל,1.0,17.61,27.59,9.98, ,לא,72888,513-31192,1938.0
31193,מבנה רגיל,3.0,15.83,25.91,10.08, ,לא,69220,513-31193,1938.0
31194,מבנה רגיל,5.0,18.78,28.76,9.98, ,לא,72890,513-31194,1953.0
31195,מבנה רגיל,4.0,17.13,25.89,8.76, ,לא,77078,513-31195,1950.0
31196,מבנה רגיל,4.0,18.96,25.58,6.62, ,קיימת קומה מפולשת,77079,513-31196,1954.0
31197,מבנה רגיל,3.0,14.45,22.45,8.0, ,לא,69575,513-31197,1938.0
31198,מבנה רגיל,4.0,14.13,26.73,12.6, ,קיימת קומה מפולשת,69211,513-31198,1952.0
31199,מבנה רגיל,4.0,15.99,26.29,10.3, ,קיימת קומה מפולשת,69213,513-31199,1958.0
31200,מבנה רגיל,4.0,18.26,28.28,10.02, ,לא,73367,513-31200,1940.0
31201,מבנה רגיל,3.0,15.18,27.48,12.3, ,לא,73369,513-31201,1938.0
31202,מבנה רגיל,3.0,16.01,29.85,13.84, ,לא,78990,513-31202,1935.0
31203,מבנה רגיל,3.0,13.99,26.98,12.99, ,לא,73364,513-31203,1935.0
31204,מבנה רגיל,3.0,14.73,26.2,11.47, ,לא,69217,513-31204,1938.0
31205,מבנה רגיל,4.0,22.85,32.03,9.18, ,קיימת קומה מפולשת,69070,513-31205,1939.0
31206,מבנה רגיל,1.0,17.24,27.67,10.43, ,לא,77661,513-31206,1963.0
31207,מבנה רגיל,3.0,16.37,26.76,10.39, ,לא,77671,513-31207,1934.0
31208,מבנה רגיל,5.0,21.61,35.33,13.72, ,לא,78991,513-31208,1937.0
31209,מבנה רגיל,4.0,17.65,28.03,10.38, ,קיימת קומה מפולשת,77669,513-31209,1954.0
31210,מבנה רגיל,3.0,16.07,28.67,12.6, ,לא,73366,513-31210,1939.0
31211,מבנה רגיל,4.0,17.56,27.72,10.16, ,לא,69075,513-31211,1937.0
31212,מבנה רגיל,3.0,19.67,37.77,18.1, ,לא,78992,513-31212,1947.0
31213,מבנה רגיל,4.0,19.02,31.67,12.65, ,כן,73371,513-31213,1963.0
31214,מבנה רגיל,3.0,15.91,28.67,12.76, ,לא,130210,513-31214,1958.0
31215,מבנה רגיל,3.0,18.84,30.11,11.27, ,לא,77674,513-31215,1934.0
31216,מבנה רגיל,4.0,17.61,26.68,9.07, ,לא,130198,513-31216,1935.0
31217,מבנה רגיל,4.0,15.46,33.35,17.89, ,לא,78993,513-31217,1947.0
31218,מבנה רגיל,4.0,18.92,33.28,14.36, ,לא,73217,513-31218,1953.0
31219,מבנה רגיל,4.0,20.22,31.25,11.03, ,כן,77670,513-31219,2008.0
31220,מבנה רגיל,4.0,18.6,31.3,12.7, ,קיימת קומה מפולשת,73373,513-31220,1953.0
31221,מבנה רגיל,3.0,15.98,30.19,14.21, ,לא,73215,513-31221,1935.0
31222,מבנה רגיל,4.0,15.28,26.34,11.06, ,לא,77668,513-31222,1938.0
31223,מבנה רגיל,3.0,15.66,25.66,10.0, ,לא,69085,513-31223,1940.0
31224,מבנה רגיל,4.0,14.39,28.45,14.06, ,לא,73370,513-31224,1938.0
31225,מבנה רגיל,4.0,8.56,31.34,22.78, ,קיימת קומה מפולשת,73209,513-31225,1948.0
31226,מבנה רגיל,3.0,15.7,27.99,12.29, ,לא,73207,513-31226,1935.0
31227,מבנה רגיל,3.0,14.37,25.11,10.74, ,לא,69088,513-31227,1935.0
31228,מבנה ציבור,4.0,18.34,29.67,11.33, ,לא,73205,513-31228,1935.0
31229,מבנה רגיל,4.0,20.27,31.55,11.28, ,כן,69081,513-31229,1993.0
31230,מבנה רגיל,4.0,18.12,28.97,10.85, ,קיימת קומה מפולשת,73198,513-31230,1946.0
31231,מבנה רגיל,5.0,16.34,28.54,12.2, ,לא,77007,513-31231,1939.0
31233,מבנה רגיל,6.0,28.19,37.75,9.56, ,לא,72901,513-31233,1981.0
31234,מבנה רגיל,1.0,18.46,28.14,9.68, ,לא,72903,513-31234,1950.0
31235,מבנה רגיל,1.0,19.27,30.94,11.67, ,לא,81169,513-31235,1952.0
31236,מבנה רגיל,4.0,19.87,32.15,12.28, ,קיימת קומה מפולשת,81167,513-31236,1951.0
31237,מבנה רגיל,3.0,15.74,27.95,12.21, ,לא,78970,513-31237,1936.0
31238,מבנה רגיל,4.0,20.26,29.69,9.43, ,כן,77013,513-31238,1972.0
31239,מבנה רגיל,4.0,18.54,28.16,9.62, ,קיימת קומה מפולשת,77082,513-31239,1959.0
31240,מבנה רגיל,4.0,18.95,28.26,9.31, ,לא,77080,513-31240,1938.0
31241,מבנה רגיל,1.0,23.62,33.1,9.48, ,לא,77083,513-31241,2013.0
31242,מבנה רגיל,3.0,22.35,32.06,9.71, ,לא,77085,513-31242,1937.0
