id_binyan,t_sug_mivne,ms_komot,gova_simplex_2019,max_height,min_height,shem_mivne,t_amudim,id_binyan_orig,UniqueId,year
20822,מבנה רגיל,3.0,15.05,31.35,16.3,מרכז לאוכלוסיה עם צרכים מיוחדים,לא,93281,513-20822,2001.0
20825,מבנה רגיל,5.0,55.36,71.77,16.41,,לא,88593,513-20825,1995.0
22014,מבנה רגיל,3.0,9.9,37.53,27.63, ,לא,100124,513-22014,1988.0
22015,מבנה רגיל,1.0,39.95,51.48,11.53, ,לא,50017,513-22015,
22016,מבנה רגיל,7.0,32.22,50.83,18.61, ,כן,50515,513-22016,1991.0
22018,מבנה רגיל,1.0,7.77,16.01,8.24, ,לא,50480,513-22018,
22019,מבנה רגיל,2.0,13.03,40.7,27.67, ,לא,53998,513-22019,1999.0
22020,מבנה רגיל,2.0,10.31,38.68,28.37, ,לא,98769,513-22020,1969.0
22021,מבנה רגיל,1.0,12.51,42.93,30.42, ,לא,93545,513-22021,1956.0
22023,מבנה רגיל,1.0,11.22,24.63,13.41, ,לא,100599,513-22023,2002.0
22024,מבנה רגיל,5.0,30.34,43.9,13.56, ,כן,100650,513-22024,2000.0
22025,מבנה רגיל,1.0,6.53,21.31,14.78, ,לא,100601,513-22025,2000.0
22026,מבנה רגיל,4.0,24.06,39.62,15.56, ,כן,100602,513-22026,2001.0
22027,מבנה רגיל,1.0,9.29,24.0,14.71, ,לא,100603,513-22027,1998.0
22028,מבנה רגיל,2.0,10.68,40.17,29.49, ,לא,93563,513-22028,2009.0
22029,מבנה רגיל,1.0,16.24,34.84,18.6, ,לא,93418,513-22029,
22031,מבנה רגיל,8.0,31.66,49.56,17.9, ,כן,93414,513-22031,1973.0
22032,מבנה רגיל,8.0,39.98,58.29,18.31, ,כן,93416,513-22032,1974.0
22034,מבנה רגיל,9.0,46.68,73.61,26.93, ,כן,100251,513-22034,1990.0
22035,מבנה ציבור,1.0,19.81,44.82,25.01, ,לא,54749,513-22035,1990.0
22037,מבנה רגיל,9.0,35.45,63.77,28.32, ,כן,99929,513-22037,1997.0
22038,מבנה רגיל,10.0,38.15,68.29,30.14, ,כן,99926,513-22038,1994.0
22039,מבנה ציבור,1.0,15.83,38.75,22.92, ,לא,99968,513-22039,1997.0
22040,מבנה ציבור,3.0,13.28,36.69,23.41,בית ספר יסדי רמת אביב ג,לא,99967,513-22040,1978.0
22044,מבנה רגיל,1.0,10.21,43.19,32.98, ,לא,99935,513-22044,1989.0
22045,מבנה רגיל,2.0,7.39,34.79,27.4, ,לא,98753,513-22045,1974.0
22046,מבנה רגיל,3.0,10.46,41.36,30.9, ,לא,100089,513-22046,1993.0
22047,מבנה רגיל,2.0,8.96,38.75,29.79, ,לא,100174,513-22047,1980.0
22048,מבנה רגיל,15.0,56.68,83.52,26.84, ,כן,55170,513-22048,1993.0
22049,מבנה רגיל,14.0,54.69,85.01,30.32, ,כן,141778,513-22049,1992.0
22050,מבנה רגיל,8.0,35.1,58.34,23.24, ,כן,100237,513-22050,1983.0
22053,מבנה רגיל,1.0,4.12,23.4,19.28, ,לא,50004,513-22053,
22054,מבנה רגיל,8.0,37.37,57.44,20.07, ,כן,100488,513-22054,1988.0
22055,מבנה רגיל,9.0,35.16,60.73,25.57, ,כן,53979,513-22055,1990.0
22056,מבנה רגיל,9.0,34.39,56.08,21.69, ,כן,50513,513-22056,1988.0
22057,מבנה רגיל,9.0,38.25,61.43,23.18, ,כן,99415,513-22057,1990.0
22058,מבנה רגיל,9.0,38.23,61.49,23.26, ,כן,100483,513-22058,1990.0
22060,מבנה ציבור,3.0,55.91,85.26,29.35, ,כן,99428,513-22060,1992.0
22061,מבנה רגיל,14.0,56.86,88.76,31.9, ,כן,99431,513-22061,1986.0
22063,מבנה רגיל,2.0,10.6,32.53,21.93, ,לא,93479,513-22063,2006.0
22064,מבנה רגיל,2.0,7.75,29.71,21.96, ,לא,93480,513-22064,1971.0
22066,מבנה רגיל,6.0,28.44,51.13,22.69, ,כן,99975,513-22066,1992.0
22067,מבנה רגיל,8.0,31.88,52.62,20.74, ,לא,93484,513-22067,1974.0
22071,מבנה רגיל,1.0,10.47,31.42,20.95, ,לא,53968,513-22071,1982.0
22072,מבנה רגיל,16.0,56.38,80.22,23.84, ,כן,100248,513-22072,1985.0
22073,מבנה רגיל,15.0,54.76,78.56,23.8, ,כן,100261,513-22073,1982.0
22074,מבנה רגיל,15.0,54.97,78.71,23.74, ,כן,100262,513-22074,1982.0
22075,מבנה רגיל,1.0,9.12,30.96,21.84,מרכז שוסטר,לא,145596,513-22075,1989.0
22076,מבנה רגיל,16.0,58.31,81.6,23.29, ,לא,100133,513-22076,1988.0
22077,מבנה רגיל,14.0,61.98,82.49,20.51, ,כן,93417,513-22077,1977.0
22078,מבנה רגיל,9.0,44.38,64.12,19.74, ,כן,99413,513-22078,1993.0
22079,מבנה רגיל,8.0,31.37,52.04,20.67, ,כן,93481,513-22079,1974.0
22080,מבנה רגיל,1.0,5.39,25.3,19.91, ,לא,50010,513-22080,
22081,מבנה רגיל,2.0,12.52,33.02,20.5, ,לא,99983,513-22081,1981.0
22082,מבנה רגיל,1.0,4.88,25.51,20.63, ,לא,130701,513-22082,
22083,מבנה רגיל,16.0,60.61,78.85,18.24, ,כן,60011,513-22083,1981.0
22084,מבנה ציבור,1.0,12.77,34.85,22.08, ,לא,99985,513-22084,1977.0
22085,מבנה ציבור,1.0,9.81,30.83,21.02, ,לא,50506,513-22085,
22086,מבנה רגיל,1.0,12.51,34.19,21.68, ,לא,100202,513-22086,1979.0
22087,מבנה רגיל,16.0,57.66,79.22,21.56, ,כן,93425,513-22087,1982.0
22088,מבנה ציבור,1.0,5.83,26.27,20.44, ,לא,100205,513-22088,1977.0
22089,מבנה רגיל,16.0,59.46,79.94,20.48, ,כן,93427,513-22089,1982.0
22092,מבנה ציבור,16.0,58.63,82.53,23.9, ,כן,122458,513-22092,1986.0
22093,מבנה רגיל,1.0,1.52,27.07,25.55, ,לא,50034,513-22093,
22094,מבנה ציבור,2.0,11.61,38.56,26.95, ,לא,100232,513-22094,1985.0
22095,מבנה רגיל,1.0,9.39,38.85,29.46, ,לא,100234,513-22095,1983.0
22096,מבנה ציבור,1.0,20.0,39.44,19.44, ,לא,99934,513-22096,1991.0
22097,מבנה ציבור,1.0,7.71,30.92,23.21, ,לא,50484,513-22097,1990.0
22098,מבנה ציבור,2.0,16.05,37.18,21.13, ,לא,99917,513-22098,1989.0
22099,מבנה רגיל,14.0,54.93,81.76,26.83, ,כן,100245,513-22099,1990.0
22101,מבנה רגיל,2.0,7.19,40.38,33.19, ,לא,99938,513-22101,1987.0
22102,מבנה רגיל,2.0,8.63,40.36,31.73, ,לא,99939,513-22102,1987.0
22103,מבנה רגיל,2.0,9.59,40.64,31.05, ,לא,99940,513-22103,1987.0
22104,מבנה רגיל,2.0,9.57,40.79,31.22, ,לא,99941,513-22104,1987.0
22105,מבנה רגיל,2.0,9.83,40.66,30.83, ,לא,99942,513-22105,1987.0
22106,מבנה רגיל,2.0,10.3,43.29,32.99, ,לא,99936,513-22106,1990.0
22107,מבנה רגיל,2.0,11.92,43.3,31.38, ,לא,99937,513-22107,1990.0
22108,מבנה רגיל,2.0,10.14,42.85,32.71, ,לא,99933,513-22108,1989.0
22109,מבנה רגיל,2.0,10.59,42.84,32.25, ,לא,99930,513-22109,1989.0
22113,מבנה רגיל,14.0,56.86,87.62,30.76, ,כן,99434,513-22113,1984.0
22115,מבנה רגיל,2.0,9.41,42.58,33.17, ,לא,99918,513-22115,1989.0
22116,מבנה רגיל,2.0,9.71,42.99,33.28, ,לא,99920,513-22116,1990.0
22117,מבנה רגיל,2.0,9.72,42.98,33.26, ,לא,99923,513-22117,1989.0
22118,מבנה רגיל,2.0,9.54,42.88,33.34, ,לא,99925,513-22118,1990.0
22119,מבנה רגיל,2.0,7.06,43.18,36.12, ,לא,99927,513-22119,1989.0
22120,מבנה רגיל,2.0,10.06,43.18,33.12, ,לא,99928,513-22120,1990.0
22122,מבנה בבנייה,1.0,8.52,31.87,23.35, ,לא,93526,513-22122,2010.0
22123,מבנה רגיל,2.0,5.84,29.84,24.0, ,לא,93492,513-22123,1971.0
22124,מבנה ציבור,2.0,6.6,39.44,32.84, ,לא,93644,513-22124,1996.0
22125,מבנה רגיל,1.0,9.62,40.61,30.99, ,לא,93640,513-22125,1955.0
22126,מבנה רגיל,1.0,9.84,39.43,29.59, ,לא,93638,513-22126,1960.0
22127,מבנה רגיל,2.0,10.87,40.06,29.19, ,לא,93636,513-22127,1999.0
22128,מבנה רגיל,1.0,15.96,47.4,31.44, ,לא,97120,513-22128,1955.0
22130,מבנה רגיל,2.0,11.46,39.47,28.01, ,לא,93632,513-22130,1954.0
22131,מבנה רגיל,2.0,11.3,43.37,32.07, ,לא,93629,513-22131,1963.0
22132,מבנה רגיל,2.0,13.94,45.33,31.39, ,לא,93375,513-22132,1955.0
22133,מבנה רגיל,1.0,7.48,37.83,30.35, ,לא,93565,513-22133,2019.0
22134,מבנה רגיל,1.0,16.18,46.15,29.97, ,לא,97138,513-22134,1960.0
22135,מבנה רגיל,2.0,7.7,37.81,30.11, ,לא,93650,513-22135,1956.0
22136,מבנה רגיל,2.0,9.39,39.8,30.41, ,לא,93648,513-22136,1991.0
22137,מבנה רגיל,2.0,8.72,44.8,36.08, ,לא,93646,513-22137,1960.0
22138,מבנה רגיל,2.0,9.1,40.4,31.3, ,לא,93642,513-22138,2006.0
22139,מבנה בבנייה,2.0,8.25,32.32,24.07, ,לא,97113,513-22139,1969.0
22141,מבנה רגיל,1.0,11.28,35.1,23.82, ,לא,97111,513-22141,1955.0
22142,מבנה רגיל,2.0,16.04,39.36,23.32, ,לא,93623,513-22142,1972.0
22143,מבנה רגיל,2.0,14.43,36.74,22.31, ,לא,93622,513-22143,1976.0
22144,מבנה רגיל,1.0,9.01,32.47,23.46, ,לא,93497,513-22144,2016.0
22145,מבנה רגיל,1.0,6.32,38.1,31.78, ,לא,93546,513-22145,1975.0
22147,מבנה רגיל,2.0,7.81,34.22,26.41, ,לא,93662,513-22147,1968.0
22148,מבנה רגיל,2.0,7.45,33.18,25.73, ,לא,98750,513-22148,1965.0
22149,מבנה רגיל,2.0,7.23,33.73,26.5, ,לא,93661,513-22149,1970.0
22150,מבנה רגיל,2.0,9.14,36.81,27.67, ,לא,93660,513-22150,1998.0
22151,מבנה ציבור,1.0,8.9,36.9,28.0, ,לא,93659,513-22151,1968.0
22152,מבנה רגיל,2.0,8.46,37.52,29.06, ,לא,93658,513-22152,1991.0
22153,מבנה רגיל,1.0,5.45,34.43,28.98, ,לא,93656,513-22153,1984.0
22154,מבנה רגיל,2.0,5.82,34.21,28.39, ,לא,93387,513-22154,1968.0
22155,מבנה רגיל,2.0,8.9,36.82,27.92, ,לא,93385,513-22155,1967.0
22156,מבנה רגיל,1.0,11.06,31.93,20.87, ,לא,93501,513-22156,2013.0
22157,מבנה ציבור,2.0,10.76,38.61,27.85, ,לא,93594,513-22157,1959.0
22158,מבנה רגיל,2.0,14.22,41.2,26.98, ,לא,93602,513-22158,2018.0
22159,מבנה רגיל,3.0,10.01,39.46,29.45, ,לא,93654,513-22159,1961.0
22160,מבנה רגיל,1.0,16.27,48.2,31.93,בית הלוחם,לא,93720,513-22160,1974.0
22161,מבנה רגיל,1.0,14.01,41.22,27.21, ,לא,100294,513-22161,1988.0
22162,מבנה רגיל,2.0,6.78,32.58,25.8, ,לא,93657,513-22162,1967.0
22163,מבנה רגיל,1.0,4.03,36.24,32.21, ,לא,93582,513-22163,1962.0
22164,מבנה רגיל,2.0,4.89,34.32,29.43, ,לא,93584,513-22164,2018.0
22165,מבנה רגיל,2.0,9.67,36.23,26.56, ,לא,98767,513-22165,2001.0
22166,מבנה רגיל,3.0,9.87,38.54,28.67, ,לא,93592,513-22166,1977.0
22167,מבנה רגיל,2.0,8.64,35.11,26.47, ,לא,93394,513-22167,1949.0
22168,מבנה רגיל,2.0,9.86,39.89,30.03, ,לא,93645,513-22168,2004.0
22169,מבנה רגיל,2.0,10.84,34.85,24.01, ,לא,100003,513-22169,1984.0
22170,מבנה רגיל,2.0,9.56,34.91,25.35, ,לא,100005,513-22170,1984.0
22171,מבנה רגיל,2.0,11.06,39.61,28.55, ,לא,93386,513-22171,2008.0
22172,מבנה רגיל,3.0,12.51,45.32,32.81, ,כן,93625,513-22172,2008.0
22173,מבנה ציבור,2.0,13.49,41.62,28.13, ,לא,93371,513-22173,2012.0
22174,מבנה רגיל,2.0,7.25,35.99,28.74, ,לא,93370,513-22174,1980.0
22175,מבנה רגיל,1.0,10.66,37.77,27.11, ,לא,93365,513-22175,1955.0
22176,מבנה רגיל,2.0,11.23,40.79,29.56, ,לא,130704,513-22176,1989.0
22177,מבנה רגיל,1.0,6.75,33.16,26.41, ,לא,93367,513-22177,1960.0
22178,מבנה רגיל,2.0,7.37,33.07,25.7, ,לא,93364,513-22178,2006.0
22179,מבנה רגיל,1.0,11.41,34.38,22.97, ,לא,93503,513-22179,1960.0
22180,מבנה רגיל,2.0,10.98,40.38,29.4, ,לא,130702,513-22180,2001.0
22181,מבנה רגיל,1.0,9.81,36.03,26.22, ,לא,93457,513-22181,1958.0
22182,מבנה רגיל,1.0,4.39,35.43,31.04, ,לא,93460,513-22182,1955.0
22183,מבנה רגיל,1.0,5.7,35.94,30.24, ,לא,130705,513-22183,1965.0
22184,מבנה רגיל,1.0,6.88,31.34,24.46, ,לא,93512,513-22184,
22185,מבנה רגיל,2.0,9.23,39.38,30.15, ,לא,93604,513-22185,1959.0
22186,מבנה רגיל,1.0,10.45,40.79,30.34, ,לא,93711,513-22186,1961.0
22187,מבנה רגיל,1.0,14.64,41.51,26.87, ,לא,93459,513-22187,1962.0
22188,מבנה רגיל,2.0,8.53,30.27,21.74, ,לא,93513,513-22188,1962.0
22189,מבנה רגיל,1.0,10.28,40.28,30.0, ,כן,93569,513-22189,1980.0
22190,מבנה רגיל,2.0,17.55,40.84,23.29, ,לא,93514,513-22190,0.0
22191,מבנה רגיל,2.0,9.87,33.04,23.17, ,לא,93485,513-22191,1971.0
22192,מבנה רגיל,2.0,11.1,33.31,22.21, ,לא,93515,513-22192,1996.0
22193,מבנה רגיל,2.0,9.79,29.8,20.01, ,לא,93486,513-22193,1971.0
22194,מבנה ציבור,1.0,12.78,41.26,28.48, ,לא,93534,513-22194,1958.0
22196,מבנה ציבור,3.0,10.55,41.77,31.22, ,לא,93698,513-22196,1961.0
22197,מבנה רגיל,3.0,14.35,43.48,29.13, ,לא,93689,513-22197,1960.0
22199,מבנה רגיל,14.0,49.47,74.02,24.55, ,כן,100268,513-22199,1996.0
22200,מבנה רגיל,14.0,49.22,73.78,24.56, ,כן,100212,513-22200,1996.0
22201,מבנה רגיל,3.0,10.21,36.89,26.68, ,לא,100125,513-22201,1989.0
22202,מבנה רגיל,3.0,7.57,36.74,29.17, ,לא,100128,513-22202,1990.0
22203,מבנה רגיל,2.0,9.27,36.08,26.81, ,לא,100042,513-22203,1989.0
22204,מבנה רגיל,1.0,9.34,38.92,29.58, ,לא,93379,513-22204,1956.0
22205,מבנה רגיל,3.0,8.63,40.63,32.0, ,לא,93554,513-22205,2004.0
22206,מבנה רגיל,2.0,9.51,33.38,23.87, ,לא,93499,513-22206,1998.0
22207,מבנה רגיל,2.0,9.52,36.08,26.56, ,לא,93447,513-22207,1999.0
22209,מבנה ציבור,2.0,8.42,37.55,29.13, ,לא,93593,513-22209,1956.0
22210,מבנה רגיל,1.0,5.93,35.5,29.57, ,לא,93564,513-22210,1955.0
22211,מבנה רגיל,2.0,9.93,40.85,30.92, ,לא,93544,513-22211,2006.0
22212,מבנה רגיל,2.0,11.03,41.78,30.75, ,לא,50526,513-22212,1980.0
22213,מבנה רגיל,1.0,5.12,35.6,30.48, ,לא,50118,513-22213,
22214,מבנה רגיל,2.0,8.21,38.24,30.03, ,לא,93535,513-22214,2000.0
22215,מבנה ציבור,2.0,9.1,39.32,30.22, ,לא,93705,513-22215,1956.0
22216,מבנה ציבור,2.0,8.77,38.42,29.65, ,לא,130708,513-22216,2002.0
22217,מבנה רגיל,2.0,8.31,38.77,30.46, ,לא,93701,513-22217,2000.0
22220,מבנה רגיל,2.0,10.06,36.28,26.22, ,לא,93470,513-22220,1974.0
22221,מבנה רגיל,3.0,11.16,42.25,31.09, ,לא,93712,513-22221,1961.0
22222,מבנה רגיל,2.0,7.97,34.44,26.47, ,לא,93469,513-22222,1996.0
22224,מבנה רגיל,8.0,31.18,53.07,21.89, ,לא,93487,513-22224,1974.0
22225,מבנה רגיל,1.0,8.03,28.75,20.72, ,לא,50023,513-22225,
22226,מבנה רגיל,1.0,11.38,40.03,28.65, ,לא,145563,513-22226,0.0
22227,מבנה רגיל,3.0,10.35,40.27,29.92, ,לא,100102,513-22227,1987.0
22230,מבנה רגיל,1.0,8.11,41.66,33.55, ,לא,50021,513-22230,
22231,מבנה רגיל,1.0,17.64,49.56,31.92, ,לא,50025,513-22231,
22232,מבנה רגיל,1.0,14.45,46.4,31.95, ,לא,145581,513-22232,
22233,מבנה רגיל,2.0,11.27,40.52,29.25, ,לא,50459,513-22233,2007.0
22234,מבנה רגיל,1.0,2.97,32.7,29.73, ,לא,50026,513-22234,
22236,מבנה רגיל,6.0,27.16,53.55,26.39, ,כן,100291,513-22236,1981.0
22238,מבנה רגיל,2.0,10.75,36.82,26.07, ,לא,98752,513-22238,1975.0
22239,מבנה רגיל,3.0,10.99,35.07,24.08, ,לא,54001,513-22239,1974.0
22240,מבנה רגיל,1.0,16.56,42.41,25.85, ,לא,93655,513-22240,1967.0
22241,מבנה רגיל,2.0,8.15,34.57,26.42, ,לא,93653,513-22241,1971.0
22242,מבנה רגיל,1.0,6.08,31.57,25.49, ,לא,98760,513-22242,1967.0
22243,מבנה רגיל,2.0,9.49,36.85,27.36, ,לא,53999,513-22243,1966.0
22244,מבנה רגיל,2.0,9.88,39.69,29.81, ,לא,93580,513-22244,1986.0
22245,מבנה רגיל,1.0,12.27,40.96,28.69, ,לא,93390,513-22245,2013.0
22246,מבנה רגיל,2.0,9.33,35.15,25.82, ,לא,98762,513-22246,1967.0
22247,מבנה רגיל,2.0,10.16,38.85,28.69, ,כן,93641,513-22247,1999.0
22248,מבנה רגיל,2.0,11.06,41.23,30.17, ,לא,53995,513-22248,2018.0
22250,מבנה רגיל,2.0,9.45,35.76,26.31, ,לא,98764,513-22250,2015.0
22251,מבנה רגיל,2.0,9.55,39.7,30.15, ,לא,93637,513-22251,1996.0
22252,מבנה רגיל,2.0,5.94,34.69,28.75, ,לא,93383,513-22252,1965.0
22253,מבנה רגיל,1.0,15.39,41.6,26.21, ,לא,53992,513-22253,1974.0
22254,מבנה ציבור,2.0,8.52,36.2,27.68, ,לא,98757,513-22254,1975.0
22255,מבנה רגיל,1.0,14.86,47.41,32.55, ,לא,93631,513-22255,1958.0
22256,מבנה רגיל,2.0,8.19,35.47,27.28, ,לא,93442,513-22256,1956.0
22257,מבנה רגיל,2.0,10.73,36.89,26.16, ,לא,98768,513-22257,1987.0
22258,מבנה רגיל,3.0,11.58,42.79,31.21, ,לא,93378,513-22258,2001.0
22259,מבנה רגיל,2.0,9.84,35.36,25.52, ,לא,98763,513-22259,1975.0
22260,מבנה רגיל,2.0,10.75,38.0,27.25, ,לא,130706,513-22260,2000.0
22261,מבנה ציבור,2.0,6.47,36.03,29.56, ,לא,98759,513-22261,1968.0
22263,מבנה רגיל,2.0,10.32,41.94,31.62, ,כן,93376,513-22263,2005.0
22264,מבנה רגיל,2.0,8.22,41.32,33.1, ,לא,93627,513-22264,1992.0
22265,מבנה רגיל,1.0,9.21,36.19,26.98, ,לא,93444,513-22265,2017.0
22266,מבנה רגיל,2.0,9.0,42.12,33.12, ,לא,93374,513-22266,1955.0
22269,מבנה רגיל,1.0,8.65,38.53,29.88, ,לא,53990,513-22269,1961.0
22270,מבנה רגיל,2.0,7.73,36.39,28.66, ,לא,98765,513-22270,1973.0
22271,מבנה רגיל,1.0,9.92,38.6,28.68, ,לא,93588,513-22271,1957.0
22272,מבנה רגיל,2.0,8.29,37.36,29.07, ,לא,98761,513-22272,1969.0
22273,מבנה ציבור,3.0,11.47,41.74,30.27, ,לא,93556,513-22273,2000.0
22274,מבנה ציבור,2.0,8.12,36.19,28.07, ,לא,93446,513-22274,1956.0
22275,מבנה רגיל,1.0,10.76,40.04,29.28, ,לא,93587,513-22275,1961.0
22276,מבנה רגיל,2.0,10.1,35.36,25.26, ,לא,98772,513-22276,1966.0
22277,מבנה רגיל,1.0,5.61,34.05,28.44, ,לא,53988,513-22277,1957.0
22279,מבנה רגיל,1.0,11.84,45.49,33.65, ,לא,53987,513-22279,1900.0
22281,מבנה רגיל,2.0,0.78,29.63,28.85, ,לא,93589,513-22281,0.0
22282,מבנה ציבור,2.0,7.67,38.0,30.33, ,לא,93557,513-22282,1965.0
22283,מבנה רגיל,3.0,10.94,40.72,29.78, ,לא,93560,513-22283,1985.0
22284,מבנה רגיל,2.0,8.63,35.65,27.02, ,לא,98776,513-22284,1975.0
22285,מבנה ציבור,2.0,10.47,40.83,30.36, ,לא,93559,513-22285,2002.0
22286,מבנה ציבור,2.0,11.9,39.8,27.9, ,לא,145385,513-22286,
22287,מבנה רגיל,3.0,11.52,39.39,27.87, ,לא,93369,513-22287,2002.0
22288,מבנה רגיל,1.0,8.06,36.53,28.47, ,לא,53984,513-22288,
22289,מבנה רגיל,2.0,7.53,34.63,27.1, ,לא,130838,513-22289,1972.0
22291,מבנה רגיל,2.0,10.12,41.05,30.93, ,לא,93561,513-22291,2004.0
22293,מבנה רגיל,2.0,8.26,36.25,27.99, ,לא,98779,513-22293,2001.0
22294,מבנה רגיל,1.0,6.58,35.73,29.15, ,לא,130707,513-22294,1956.0
22295,מבנה רגיל,2.0,10.4,39.13,28.73, ,לא,93596,513-22295,2007.0
22296,מבנה רגיל,2.0,10.85,39.29,28.44, ,לא,98773,513-22296,2010.0
22297,מבנה רגיל,1.0,6.92,32.06,25.14, ,לא,93451,513-22297,2013.0
22299,מבנה רגיל,2.0,7.4,33.89,26.49, ,לא,98780,513-22299,1967.0
22300,מבנה ציבור,3.0,9.38,38.96,29.58, ,לא,93566,513-22300,1991.0
22301,מבנה רגיל,1.0,5.4,34.51,29.11, ,לא,93599,513-22301,1958.0
22302,מבנה רגיל,1.0,6.83,29.85,23.02, ,לא,93505,513-22302,1960.0
22304,מבנה רגיל,2.0,9.85,39.65,29.8, ,לא,93598,513-22304,2006.0
22305,מבנה רגיל,2.0,7.17,35.35,28.18, ,לא,98781,513-22305,1975.0
22306,מבנה רגיל,3.0,12.43,40.87,28.44, ,לא,93456,513-22306,1990.0
22307,מבנה רגיל,2.0,7.66,36.15,28.49, ,לא,98775,513-22307,
22308,מבנה רגיל,2.0,10.4,34.21,23.81, ,לא,93507,513-22308,1992.0
22309,מבנה רגיל,1.0,6.53,35.57,29.04, ,לא,93601,513-22309,1956.0
22310,מבנה רגיל,1.0,8.28,38.06,29.78, ,לא,93568,513-22310,1960.0
22311,מבנה רגיל,2.0,12.83,38.23,25.4, ,לא,93455,513-22311,2007.0
22312,מבנה רגיל,3.0,9.93,39.29,29.36, ,כן,93600,513-22312,2005.0
22313,מבנה רגיל,1.0,9.1,39.23,30.13, ,לא,93570,513-22313,2000.0
22314,מבנה בבנייה,2.0,16.87,39.95,23.08, ,לא,93509,513-22314,2016.0
22315,מבנה רגיל,2.0,8.65,33.33,24.68, ,לא,93510,513-22315,1989.0
22316,מבנה רגיל,1.0,0.74,29.82,29.08, ,לא,93603,513-22316,
22317,מבנה רגיל,1.0,7.35,34.47,27.12, ,לא,98782,513-22317,1966.0
22319,מבנה רגיל,1.0,19.08,40.16,21.08, ,לא,93511,513-22319,1955.0
22320,מבנה רגיל,3.0,9.62,38.84,29.22, ,לא,93462,513-22320,2008.0
22321,מבנה רגיל,1.0,5.31,31.85,26.54, ,לא,93461,513-22321,1956.0
22322,מבנה רגיל,3.0,11.79,35.03,23.24, ,לא,93516,513-22322,2008.0
22323,מבנה בבנייה,1.0,14.27,38.21,23.94, ,לא,93463,513-22323,2010.0
22324,מבנה רגיל,2.0,9.38,33.02,23.64, ,לא,93518,513-22324,
22325,מבנה רגיל,2.0,12.02,36.86,24.84, ,לא,93465,513-22325,1992.0
22326,מבנה רגיל,1.0,15.11,37.99,22.88, ,לא,100263,513-22326,1981.0
22327,מבנה רגיל,15.0,54.94,78.77,23.83, ,כן,100260,513-22327,1984.0
22328,מבנה רגיל,3.0,10.04,37.94,27.9, ,לא,100120,513-22328,1988.0
22329,מבנה רגיל,3.0,11.43,39.07,27.64, ,לא,100118,513-22329,1988.0
22330,מבנה רגיל,1.0,5.86,30.61,24.75, ,לא,100029,513-22330,
22331,מבנה רגיל,1.0,7.78,36.06,28.28, ,לא,93651,513-22331,1968.0
22332,מבנה רגיל,2.0,12.0,36.64,24.64, ,לא,98756,513-22332,1965.0
22333,מבנה רגיל,2.0,8.83,36.99,28.16, ,לא,93649,513-22333,1968.0
22334,מבנה רגיל,2.0,6.83,35.53,28.7, ,לא,93647,513-22334,1955.0
22335,מבנה רגיל,2.0,8.7,34.43,25.73, ,לא,51408,513-22335,1987.0
22336,מבנה רגיל,1.0,12.62,40.45,27.83, ,לא,93393,513-22336,1970.0
22337,מבנה רגיל,1.0,7.19,40.17,32.98, ,לא,50147,513-22337,
22338,מבנה רגיל,2.0,11.65,44.61,32.96, ,לא,93635,513-22338,1998.0
22339,מבנה רגיל,3.0,10.22,40.58,30.36, ,לא,93384,513-22339,1992.0
22340,מבנה רגיל,2.0,8.9,41.08,32.18, ,לא,93633,513-22340,1959.0
22343,מבנה רגיל,2.0,9.59,35.04,25.45, ,לא,93441,513-22343,1991.0
22344,מבנה רגיל,1.0,6.39,31.58,25.19, ,לא,93443,513-22344,1962.0
22345,מבנה רגיל,2.0,9.93,33.64,23.71, ,לא,93498,513-22345,1995.0
22348,מבנה רגיל,14.0,61.93,82.42,20.49, ,כן,93415,513-22348,1977.0
22349,מבנה רגיל,3.0,11.65,34.62,22.97, ,לא,130703,513-22349,2001.0
22350,מבנה רגיל,1.0,0.65,25.19,24.54, ,לא,93508,513-22350,
22351,מבנה רגיל,1.0,9.38,40.25,30.87, ,לא,93543,513-22351,2015.0
22352,מבנה רגיל,2.0,7.2,36.97,29.77, ,לא,93541,513-22352,2016.0
22353,מבנה רגיל,1.0,5.37,35.05,29.68, ,לא,93605,513-22353,1957.0
22354,מבנה רגיל,1.0,4.91,35.89,30.98, ,לא,93540,513-22354,1960.0
22355,מבנה רגיל,1.0,7.92,34.82,26.9, ,לא,50119,513-22355,
22357,מבנה רגיל,2.0,10.4,41.06,30.66, ,לא,93537,513-22357,1994.0
22358,מבנה ציבור,1.0,6.88,36.23,29.35, ,לא,93538,513-22358,1957.0
22359,מבנה רגיל,3.0,11.05,38.1,27.05, ,לא,93464,513-22359,1990.0
22360,מבנה רגיל,2.0,7.83,37.06,29.23, ,לא,50512,513-22360,1980.0
22361,מבנה רגיל,1.0,11.87,40.45,28.58, ,לא,93466,513-22361,1961.0
22362,מבנה רגיל,2.0,9.09,32.66,23.57, ,לא,93517,513-22362,1997.0
22363,מבנה רגיל,2.0,9.81,36.04,26.23, ,לא,50509,513-22363,1995.0
22364,מבנה רגיל,3.0,11.99,43.09,31.1, ,לא,93607,513-22364,1963.0
22366,מבנה רגיל,3.0,10.2,33.29,23.09, ,לא,93519,513-22366,1999.0
22367,מבנה רגיל,2.0,7.57,36.41,28.84, ,לא,93693,513-22367,2008.0
22369,מבנה רגיל,1.0,7.97,30.93,22.96, ,לא,93520,513-22369,1955.0
