iter	RMSE
138	511930.9537
139	511608.5756
140	511214.8301
141	511003.0833
142	510771.5972
143	510532.233
144	510252.6464
145	509877.6788
146	509633.8008
147	509320.7428
148	509122.093
149	508689.2604
150	508511.4387
151	508233.4001
152	507978.64
153	507804.9958
154	507622.1286
155	507426.3394
156	507151.294
157	506743.1865
158	506470.6094
159	506294.9083
160	506025.3424
161	505740.5498
162	505422.7174
163	505237.5169
164	504805.3823
165	504503.8557
166	504256.4154
167	504030.4192
168	503878.6171
169	503681.6055
170	503476.4366
171	503290.1465
172	503133.349
173	502938.3753
174	502783.5526
175	502474.7885
176	502286.0457
177	502121.133
178	501852.6062
179	501628.724
180	501468.3936
181	501315.4825
182	501048.9461
183	500900.4716
184	500711.7201
185	500260.3412
186	499955.4708
187	499656.3933
188	499445.5543
189	499256.2499
190	499037.8359
191	498874.2178
192	498710.3841
193	498517.6933
194	498206.1043
195	498113.0555
196	497875.7323
197	497646.7803
198	497442.7759
199	497254.2851
200	497116.4404
201	496979.8329
202	496858.8794
203	496628.2382
204	496440.8633
205	496174.5911
206	496042.8376
207	495693.422
208	495410.8089
209	495286.1618
210	495165.6715
211	495028.6771
212	494848.5091
213	494661.2576
214	494556.6087
215	494463.9588
216	494355.2582
217	494235.3969
218	494069.5588
219	493812.5935
220	493652.5669
221	493372.3975
222	493121.9024
223	493033.4611
224	492831.3403
225	492765.2086
226	492519.4691
227	492309.8083
228	492094.7433
229	491838.9019
230	491608.8112
231	491508.2257
232	491359.5772
233	491037.3791
234	490753.7802
235	490589.0349
236	490474.5078
237	490354.9656
238	490181.0122
239	489979.0012
240	489791.2015
241	489414.1472
242	489267.7794
243	489105.9849
244	488974.2103
245	488816.657
246	488651.9709
247	488515.1258
248	488411.792
249	488279.5144
250	488151.2776
251	488100.848
252	488003.8446
253	487958.8913
254	487776.6405
255	487574.5247
256	487299.1319
257	487067.8653
258	486798.8794
259	486673.2099
260	486498.0838
261	486300.2249
262	486210.8566
263	486065.6967
264	485810.6754
265	485669.4134
266	485540.5799
267	485393.158
268	485273.8524
269	485119.681
270	484964.4323
271	484730.9152
272	484566.1305
273	484393.1473
274	484214.4879
275	483992.9999
276	483869.1525
277	483763.5136
278	483605.9847
279	483491.1068
280	483359.029
281	483179.4229
282	483115.1165
283	483012.8502
284	482919.4626
285	482766.7711
286	482608.1223
287	482518.5778
288	482385.7457
289	482223.9476
290	482067.6852
291	481972.0866
292	481850.6936
293	481740.9618
294	481516.8119
295	481341.3384
296	481238.3155
297	481054.8536
298	480946.2365
299	480766.0464
300	480633.4363
301	480563.775
302	480354.1481
303	480186.3903
304	480085.3096
305	479960.7491
306	479826.9626
307	479667.206
308	479548.3349
309	479465.5989
310	479249.1257
311	479123.0774
312	479021.6253
313	478873.5552
314	478804.9497
315	478713.3215
316	478599.6535
317	478525.461
318	478402.1067
319	478321.7468
320	478218.5142
321	478022.1081
322	477842.4147
323	477783.1834
324	477672.8853
325	477530.145
326	477412.2548
327	477351.284
328	477274.2987
329	477201.4852
330	477109.4198
331	476965.7949
332	476879.3981
333	476825.4232
334	476740.0003
335	476611.9785
336	476529.9694
337	476418.6541
338	476265.3204
339	476160.3342
340	476039.0013
341	475967.8095
342	475859.9076
343	475768.5835
344	475685.6028
345	475632.1969
346	475558.9602
347	475451.5873
348	475341.1021
349	475261.8939
350	475194.1959
351	475029.576
352	474952.6993
353	474872.5477
354	474805.9812
355	474694.5263
356	474591.0037
357	474485.7511
358	474300.4464
359	474164.5571
360	474061.5757
361	473928.2407
362	473807.2892
363	473679.2159
364	473618.3387
365	473568.4695
366	473509.6634
367	473407.1741
368	473284.2839
369	473208.6308
370	473117.7057
371	473052.295
372	472990.0558
373	472878.24
374	472726.8066
375	472665.9224
376	472508.8967
377	472399.7497
378	472304.5025
379	472202.267
380	472126.5966
381	472073.1045
382	471943.7548
383	471871.1989
384	471801.1033
385	471729.2368
386	471611.9038
387	471525.5154
388	471414.7037
389	471355.2603
390	471284.1486
391	471217.5107
392	471119.7801
393	471027.0615
394	470971.8976
395	470864.2571
396	470793.0784
397	470682.5856
398	470576.8686
399	470461.1711
400	470341.7329
401	470299.4227
402	470183.6927
403	470139.9534
404	470028.3856
405	469994.8135
406	469898.0414
407	469798.3413
408	469724.9425
409	469663.3839
410	469578.52
411	469488.7252
412	469392.0139
413	469294.0467
414	469238.6457
415	469132.8676
416	469005.6506
417	468944.9946
418	468864.5164
419	468744.074
420	468670.3235
421	468620.3488
422	468558.5655
423	468517.3255
424	468414.3325
425	468384.3479
426	468274.8351
427	468223.0888
428	468123.7456
429	468000.7856
430	467951.3583
431	467868.216
432	467781.7357
433	467690.5715
434	467643.6731
435	467602.4019
436	467495.5016
437	467362.0002
438	467291.9917
439	467193.7603
440	467164.7808
441	467080.6549
442	466998.4485
443	466960.4736
444	466913.1848
445	466857.2146
446	466806.1421
447	466661.2896
448	466580.1056
449	466507.7055
450	466404.2305
451	466335.9133
452	466272.7106
453	466186.2601
454	466081.195
455	465997.8982
456	465950.3335
457	465800.3783
458	465757.1353
459	465677.3044
460	465562.8833
461	465536.8483
462	465460.4096
463	465375.1191
464	465312.4083
465	465199.6383
466	465125.2359
467	465077.9065
468	464997.8221
469	464929.0945
470	464868.5571
471	464658.9405
472	464543.2971
473	464465.6226
474	464373.8663
475	464307.4034
476	464149.6229
477	464116.7901
478	464023.7992
479	463941.5715
480	463880.7332
481	463839.8038
482	463783.8517
483	463689.159
484	463601.9699
485	463559.2439
486	463455.1122
487	463384.5858
488	463222.4485
489	463136.7647
490	463090.9178
491	463004.817
492	462914.3081
493	462867.345
494	462786.7599
495	462713.6353
496	462604.6612
497	462580.4453
498	462497.4233
499	462439.4139
6817
.4521
